,HPO_ID,hpo,node_id,node_name,HPO_LABEL,disease_id,ORPHA,DOID
17824,HP:0000802,Impotence,DOID:1875,impotence,Impotence,ORPHA:79230,79230,0111034
17826,HP:0001638,Cardiomyopathy,C0878544,Cardiomyopathy,Cardiomyopathy,ORPHA:79230,79230,0111034
17828,HP:0001638,Cardiomyopathy,DOID:0050700,cardiomyopathy,Cardiomyopathy,ORPHA:79230,79230,0111034
17830,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:79230,79230,0111034
17832,HP:0040307,Male sexual dysfunction,C1112443,Male sexual dysfunction,Male sexual dysfunction,ORPHA:79230,79230,0111034
17834,HP:0040307,Male sexual dysfunction,C1112442,Female sexual dysfunction,Male sexual dysfunction,ORPHA:79230,79230,0111034
17836,HP:0000939,Osteoporosis,C0029456,Osteoporosis,Osteoporosis,ORPHA:79230,79230,0111034
17838,HP:0000939,Osteoporosis,DOID:11476,osteoporosis,Osteoporosis,ORPHA:79230,79230,0111034
17840,HP:0001644,Dilated cardiomyopathy,DOID:12930,dilated cardiomyopathy,Dilated cardiomyopathy,ORPHA:79230,79230,0111034
17842,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:391372,391372,0111331
17843,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:391372,391372,0111331
17844,HP:0000581,Blepharophimosis,DOID:10348,blepharophimosis,Blepharophimosis,ORPHA:391372,391372,0111331
17845,HP:0002092,Pulmonary arterial hypertension,C2973725,Pulmonary arterial hypertension,Pulmonary arterial hypertension,ORPHA:391372,391372,0111331
17846,HP:0002186,Apraxia,C0003635,Apraxia,Apraxia,ORPHA:391372,391372,0111331
17847,HP:0002186,Apraxia,DOID:0060135,apraxia,Apraxia,ORPHA:391372,391372,0111331
17848,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:391372,391372,0111331
17849,HP:0001276,Hypertonia,C0026826,Hypertonia,Hypertonia,ORPHA:391372,391372,0111331
17850,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,ORPHA:391372,391372,0111331
17851,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,ORPHA:391372,391372,0111331
17852,HP:0000739,Anxiety,C0003467,Anxiety,Anxiety,ORPHA:391372,391372,0111331
17853,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:391372,391372,0111331
17854,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:391372,391372,0111331
17855,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:391372,391372,0111331
17856,HP:0000639,Nystagmus,C0028738,Nystagmus,Nystagmus,ORPHA:391372,391372,0111331
17857,HP:0025502,Overweight,D050177,Overweight,Overweight,ORPHA:391372,391372,0111331
17858,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,ORPHA:391372,391372,0111331
17859,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,ORPHA:391372,391372,0111331
17860,HP:0000733,Stereotypy,C0038273,Stereotypy,Stereotypy,ORPHA:391372,391372,0111331
17861,HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,Hypothyroidism,ORPHA:391372,391372,0111331
17862,HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Hypothyroidism,ORPHA:391372,391372,0111331
17863,HP:0007018,Attention deficit hyperactivity disorder,C1263846,Attention deficit/hyperactivity disorder,Attention deficit hyperactivity disorder,ORPHA:391372,391372,0111331
17864,HP:0007018,Attention deficit hyperactivity disorder,DOID:1094,attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,ORPHA:391372,391372,0111331
17865,HP:0000388,Otitis media,C0029882,Otitis media,Otitis media,ORPHA:391372,391372,0111331
17866,HP:0000388,Otitis media,DOID:10754,otitis media,Otitis media,ORPHA:391372,391372,0111331
17867,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:391372,391372,0111331
17868,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:391372,391372,0111331
17869,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:391372,391372,0111331
17870,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:391372,391372,0111331
17871,HP:0002019,Constipation,C0009806,Constipation,Constipation,ORPHA:391372,391372,0111331
17872,HP:0002019,Constipation,D003248,Constipation,Constipation,ORPHA:391372,391372,0111331
17873,HP:0002019,Constipation,DOID:2089,constipation,Constipation,ORPHA:391372,391372,0111331
17874,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:902,902,5688
17875,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:902,902,5688
17876,HP:0002860,Squamous cell carcinoma,C0007137,Squamous cell carcinoma,Squamous cell carcinoma,ORPHA:902,902,5688
17877,HP:0002860,Squamous cell carcinoma,DOID:1749,squamous cell carcinoma,Squamous cell carcinoma,ORPHA:902,902,5688
17878,HP:0002890,Thyroid carcinoma,C0549473,Thyroid carcinoma,Thyroid carcinoma,ORPHA:902,902,5688
17879,HP:0001009,Telangiectasia,C0039446,Telangiectasia,Telangiectasia,ORPHA:902,902,5688
17880,HP:0033678,Acute coronary syndrome,C0948089,Acute coronary syndrome,Acute coronary syndrome,ORPHA:902,902,5688
17881,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,ORPHA:902,902,5688
17882,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,ORPHA:902,902,5688
17883,HP:0000962,Hyperkeratosis,C0870082,Hyperkeratosis,Hyperkeratosis,ORPHA:902,902,5688
17884,HP:0002672,Gastrointestinal carcinoma,C0151544,Gastrointestinal carcinoma,Gastrointestinal carcinoma,ORPHA:902,902,5688
17885,HP:0002672,Gastrointestinal carcinoma,DOID:0050922,gastrointestinal carcinoma,Gastrointestinal carcinoma,ORPHA:902,902,5688
17886,HP:0100578,Lipoatrophy,C1280433,Lipoatrophy,Lipoatrophy,ORPHA:902,902,5688
17887,HP:0009726,Renal neoplasm,C0022665,Renal neoplasm,Renal neoplasm,ORPHA:902,902,5688
17888,HP:0000518,Cataract,C0086543,Cataract,Cataract,ORPHA:902,902,5688
17889,HP:0000518,Cataract,DOID:83,cataract,Cataract,ORPHA:902,902,5688
17890,HP:0002861,Melanoma,DOID:1909,melanoma,Melanoma,ORPHA:902,902,5688
17891,HP:0100242,Sarcoma,C1261473,Sarcoma,Sarcoma,ORPHA:902,902,5688
17892,HP:0100242,Sarcoma,DOID:1115,sarcoma,Sarcoma,ORPHA:902,902,5688
17893,HP:0000141,Amenorrhea,DOID:13938,amenorrhea,Amenorrhea,ORPHA:902,902,5688
17894,HP:0002621,Atherosclerosis,C0004153,Atherosclerosis,Atherosclerosis,ORPHA:902,902,5688
17895,HP:0002621,Atherosclerosis,DOID:1936,atherosclerosis,Atherosclerosis,ORPHA:902,902,5688
17896,HP:0009125,Lipodystrophy,C0023787,Lipodystrophy,Lipodystrophy,ORPHA:902,902,5688
17897,HP:0009125,Lipodystrophy,DOID:811,lipodystrophy,Lipodystrophy,ORPHA:902,902,5688
17898,HP:0200042,Skin ulcer,C0037299,Skin ulcer,Skin ulcer,ORPHA:902,902,5688
17899,HP:0001635,Congestive heart failure,DOID:6000,congestive heart failure,Congestive heart failure,ORPHA:902,902,5688
17900,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:902,902,5688
17901,HP:0001387,Joint stiffness,C0162298,Joint stiffness,Joint stiffness,ORPHA:902,902,5688
17902,HP:0001601,Laryngomalacia,DOID:0080833,laryngomalacia,Laryngomalacia,ORPHA:902,902,5688
17903,HP:0002634,Arteriosclerosis,C0003850,Arteriosclerosis,Arteriosclerosis,ORPHA:902,902,5688
17904,HP:0002634,Arteriosclerosis,DOID:2349,arteriosclerosis,Arteriosclerosis,ORPHA:902,902,5688
17905,HP:0000135,Hypogonadism,C0020619,Hypogonadism,Hypogonadism,ORPHA:902,902,5688
17906,HP:0000135,Hypogonadism,DOID:1924,hypogonadism,Hypogonadism,ORPHA:902,902,5688
17907,HP:0001658,Myocardial infarction,C0027051,Myocardial infarction,Myocardial infarction,ORPHA:902,902,5688
17908,HP:0001658,Myocardial infarction,DOID:5844,myocardial infarction,Myocardial infarction,ORPHA:902,902,5688
17909,HP:0000855,Insulin resistance,C0021655,Insulin resistance,Insulin resistance,ORPHA:902,902,5688
17910,HP:0003002,Breast carcinoma,DOID:3459,breast carcinoma,Breast carcinoma,ORPHA:902,902,5688
17911,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:902,902,5688
17912,HP:0000934,Chondrocalcinosis,C0553730,Chondrocalcinosis,Chondrocalcinosis,ORPHA:902,902,5688
17913,HP:0000934,Chondrocalcinosis,DOID:1156,chondrocalcinosis,Chondrocalcinosis,ORPHA:902,902,5688
17914,HP:0100615,Ovarian neoplasm,C0919267,Ovarian neoplasm,Ovarian neoplasm,ORPHA:902,902,5688
17915,HP:0000939,Osteoporosis,C0029456,Osteoporosis,Osteoporosis,ORPHA:902,902,5688
17916,HP:0000939,Osteoporosis,DOID:11476,osteoporosis,Osteoporosis,ORPHA:902,902,5688
17917,HP:0002858,Meningioma,C0025286,Meningioma,Meningioma,ORPHA:902,902,5688
17918,HP:0002858,Meningioma,DOID:3565,meningioma,Meningioma,ORPHA:902,902,5688
17919,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:811,811,0060479
17923,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:811,811,0060479
17927,HP:0002240,Hepatomegaly,C0019209,Hepatomegaly,Hepatomegaly,ORPHA:811,811,0060479
17931,HP:0000938,Osteopenia,C0029453,Osteopenia,Osteopenia,ORPHA:811,811,0060479
17935,HP:0001876,Pancytopenia,C0030312,Pancytopenia,Pancytopenia,ORPHA:811,811,0060479
17939,HP:0001876,Pancytopenia,DOID:12450,pancytopenia,Pancytopenia,ORPHA:811,811,0060479
17943,HP:0002863,Myelodysplasia,C0026985,Myelodysplasia,Myelodysplasia,ORPHA:811,811,0060479
17947,HP:0040075,Hypopituitarism,C0020635,Hypopituitarism,Hypopituitarism,ORPHA:811,811,0060479
17951,HP:0040075,Hypopituitarism,DOID:9406,hypopituitarism,Hypopituitarism,ORPHA:811,811,0060479
17955,HP:0001738,Exocrine pancreatic insufficiency,DOID:13316,exocrine pancreatic insufficiency,Exocrine pancreatic insufficiency,ORPHA:811,811,0060479
17959,HP:0002090,Pneumonia,C0032285,Pneumonia,Pneumonia,ORPHA:811,811,0060479
17963,HP:0002090,Pneumonia,DOID:552,pneumonia,Pneumonia,ORPHA:811,811,0060479
17967,HP:0001873,Thrombocytopenia,C0040034,Thrombocytopenia,Thrombocytopenia,ORPHA:811,811,0060479
17971,HP:0001873,Thrombocytopenia,DOID:1588,thrombocytopenia,Thrombocytopenia,ORPHA:811,811,0060479
17975,HP:0001909,Leukemia,DOID:1240,leukemia,Leukemia,ORPHA:811,811,0060479
17979,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:811,811,0060479
17983,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:811,811,0060479
17987,HP:0002488,Acute leukemia,DOID:12603,acute leukemia,Acute leukemia,ORPHA:811,811,0060479
17991,HP:0002488,Acute leukemia,C0085669,Acute leukaemia,Acute leukemia,ORPHA:811,811,0060479
17995,HP:0001915,Aplastic anemia,DOID:12449,aplastic anemia,Aplastic anemia,ORPHA:811,811,0060479
17999,HP:0001915,Aplastic anemia,C0002874,Aplastic anaemia,Aplastic anemia,ORPHA:811,811,0060479
18003,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,ORPHA:811,811,0060479
18007,HP:0002570,Steatorrhea,C0038238,Steatorrhoea,Steatorrhea,ORPHA:811,811,0060479
18011,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,ORPHA:811,811,0060479
18015,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:811,811,0060479
18019,HP:0001875,Neutropenia,C0027947,Neutropenia,Neutropenia,ORPHA:811,811,0060479
18023,HP:0001875,Neutropenia,DOID:1227,neutropenia,Neutropenia,ORPHA:811,811,0060479
18027,HP:0100806,Sepsis,C0243026,Sepsis,Sepsis,ORPHA:811,811,0060479
18031,HP:0002721,Immunodeficiency,C0021051,Immunodeficiency,Immunodeficiency,ORPHA:811,811,0060479
18035,HP:0004808,Acute myeloid leukemia,DOID:9119,acute myeloid leukemia,Acute myeloid leukemia,ORPHA:811,811,0060479
18039,HP:0004808,Acute myeloid leukemia,C0023467,Acute myeloid leukaemia,Acute myeloid leukemia,ORPHA:811,811,0060479
18043,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:811,811,0060479
18047,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:811,811,0060479
18051,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:811,811,0060479
18055,HP:0100255,Metaphyseal dysplasia,C0265294,Metaphyseal dysplasia,Metaphyseal dysplasia,ORPHA:811,811,0060479
18059,HP:0100255,Metaphyseal dysplasia,DOID:0080019,metaphyseal dysplasia,Metaphyseal dysplasia,ORPHA:811,811,0060479
18063,HP:0001897,Normocytic anemia,C0085577,Normocytic anemia,Normocytic anemia,ORPHA:811,811,0060479
18067,HP:0001897,Normocytic anemia,DOID:720,normocytic anemia,Normocytic anemia,ORPHA:811,811,0060479
18071,HP:0002024,Malabsorption,C0024523,Malabsorption,Malabsorption,ORPHA:811,811,0060479
18075,HP:0000964,Eczema,C0013595,Eczema,Eczema,ORPHA:811,811,0060479
18079,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:811,811,0060479
18083,HP:0002719,Recurrent infections,C0239998,Recurrent infection,Recurrent infections,ORPHA:811,811,0060479
18087,HP:0001972,Macrocytic anemia,DOID:2361,macrocytic anemia,Macrocytic anemia,ORPHA:811,811,0060479
18091,HP:0000246,Sinusitis,C0037199,Sinusitis,Sinusitis,ORPHA:811,811,0060479
18095,HP:0000246,Sinusitis,DOID:0050127,sinusitis,Sinusitis,ORPHA:811,811,0060479
18099,HP:0002754,Osteomyelitis,C0029443,Osteomyelitis,Osteomyelitis,ORPHA:811,811,0060479
18103,HP:0002754,Osteomyelitis,DOID:1019,osteomyelitis,Osteomyelitis,ORPHA:811,811,0060479
18107,HP:0008064,Ichthyosis,C0020757,Ichthyosis,Ichthyosis,ORPHA:811,811,0060479
18111,HP:0008064,Ichthyosis,DOID:1697,ichthyosis,Ichthyosis,ORPHA:811,811,0060479
18115,HP:0001882,Leukopenia,C0023530,Leukopenia,Leukopenia,ORPHA:811,811,0060479
18119,HP:0001882,Leukopenia,DOID:615,leukopenia,Leukopenia,ORPHA:811,811,0060479
18123,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:649,649,0060844
18124,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:649,649,0060844
18125,HP:0007957,Corneal opacity,C0010038,Corneal opacity,Corneal opacity,ORPHA:649,649,0060844
18126,HP:0002059,Cerebral atrophy,C0235946,Cerebral atrophy,Cerebral atrophy,ORPHA:649,649,0060844
18127,HP:0000501,Glaucoma,C0017601,Glaucoma,Glaucoma,ORPHA:649,649,0060844
18128,HP:0000501,Glaucoma,DOID:1686,glaucoma,Glaucoma,ORPHA:649,649,0060844
18129,HP:0000738,Hallucinations,D006212,Hallucinations,Hallucinations,ORPHA:649,649,0060844
18130,HP:0000738,Hallucinations,C0018524,Hallucination,Hallucinations,ORPHA:649,649,0060844
18131,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,ORPHA:649,649,0060844
18132,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,ORPHA:649,649,0060844
18133,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,ORPHA:649,649,0060844
18134,HP:0002076,Migraine,C0149931,Migraine,Migraine,ORPHA:649,649,0060844
18135,HP:0002076,Migraine,DOID:6364,migraine,Migraine,ORPHA:649,649,0060844
18136,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:649,649,0060844
18137,HP:0001276,Hypertonia,C0026826,Hypertonia,Hypertonia,ORPHA:649,649,0060844
18138,HP:0000618,Blindness,C0456909,Blindness,Blindness,ORPHA:649,649,0060844
18139,HP:0000618,Blindness,D001766,Blindness,Blindness,ORPHA:649,649,0060844
18140,HP:0000618,Blindness,DOID:1432,blindness,Blindness,ORPHA:649,649,0060844
18141,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:649,649,0060844
18142,HP:0002315,Headache,C0018681,Headache,Headache,ORPHA:649,649,0060844
18143,HP:0002315,Headache,D006261,Headache,Headache,ORPHA:649,649,0060844
18144,HP:0000739,Anxiety,C0003467,Anxiety,Anxiety,ORPHA:649,649,0060844
18145,HP:0100718,Uterine rupture,C0042143,Uterine rupture,Uterine rupture,ORPHA:649,649,0060844
18146,HP:0000823,Delayed puberty,C0034012,Delayed puberty,Delayed puberty,ORPHA:649,649,0060844
18147,HP:0000647,Sclerocornea,DOID:0060252,sclerocornea,Sclerocornea,ORPHA:649,649,0060844
18148,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:649,649,0060844
18149,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:649,649,0060844
18150,HP:0000518,Cataract,C0086543,Cataract,Cataract,ORPHA:649,649,0060844
18151,HP:0000518,Cataract,DOID:83,cataract,Cataract,ORPHA:649,649,0060844
18152,HP:0004326,Cachexia,C0006625,Cachexia,Cachexia,ORPHA:649,649,0060844
18153,HP:0004326,Cachexia,D002100,Cachexia,Cachexia,ORPHA:649,649,0060844
18154,HP:0100639,Erectile dysfunction,C0242350,Erectile dysfunction,Erectile dysfunction,ORPHA:649,649,0060844
18155,HP:0000717,Autism,C0004352,Autism,Autism,ORPHA:649,649,0060844
18156,HP:0000639,Nystagmus,C0028738,Nystagmus,Nystagmus,ORPHA:649,649,0060844
18157,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,ORPHA:649,649,0060844
18158,HP:0000733,Stereotypy,C0038273,Stereotypy,Stereotypy,ORPHA:649,649,0060844
18159,HP:0100716,Self-injurious behavior,C0085271,Self injurious behaviour,Self-injurious behavior,ORPHA:649,649,0060844
18160,HP:0000648,Optic atrophy,C0029124,Optic atrophy,Optic atrophy,ORPHA:649,649,0060844
18161,HP:0000648,Optic atrophy,DOID:5723,optic atrophy,Optic atrophy,ORPHA:649,649,0060844
18162,HP:0007018,Attention deficit hyperactivity disorder,C1263846,Attention deficit/hyperactivity disorder,Attention deficit hyperactivity disorder,ORPHA:649,649,0060844
18163,HP:0007018,Attention deficit hyperactivity disorder,DOID:1094,attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,ORPHA:649,649,0060844
18164,HP:0000541,Retinal detachment,C0035305,Retinal detachment,Retinal detachment,ORPHA:649,649,0060844
18165,HP:0000541,Retinal detachment,DOID:5327,retinal detachment,Retinal detachment,ORPHA:649,649,0060844
18166,HP:0001824,Weight loss,D015431,Weight Loss,Weight loss,ORPHA:649,649,0060844
18167,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:649,649,0060844
18168,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:649,649,0060844
18169,HP:0002169,Clonus,C0009024,Clonus,Clonus,ORPHA:649,649,0060844
18170,HP:0000568,Microphthalmia,DOID:10629,microphthalmia,Microphthalmia,ORPHA:649,649,0060844
18171,HP:0001347,Hyperreflexia,C0151889,Hyperreflexia,Hyperreflexia,ORPHA:649,649,0060844
18172,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:649,649,0060844
18173,HP:0002360,Sleep disturbance,C0037317,Sleep disturbance,Sleep disturbance,ORPHA:649,649,0060844
18174,HP:0040307,Male sexual dysfunction,C1112443,Male sexual dysfunction,Male sexual dysfunction,ORPHA:649,649,0060844
18175,HP:0040307,Male sexual dysfunction,C1112442,Female sexual dysfunction,Male sexual dysfunction,ORPHA:649,649,0060844
18176,HP:0000737,Irritability,C0022107,Irritability,Irritability,ORPHA:649,649,0060844
18177,HP:0005293,Venous insufficiency,C0042485,Venous insufficiency,Venous insufficiency,ORPHA:649,649,0060844
18178,HP:0005293,Venous insufficiency,DOID:10128,venous insufficiency,Venous insufficiency,ORPHA:649,649,0060844
18179,HP:0000028,Cryptorchidism,DOID:11383,cryptorchidism,Cryptorchidism,ORPHA:649,649,0060844
18180,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,ORPHA:649,649,0060844
18181,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,ORPHA:649,649,0060844
18182,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:2833,2833,0111561
18183,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:2833,2833,0111561
18184,HP:0000501,Glaucoma,C0017601,Glaucoma,Glaucoma,ORPHA:2833,2833,0111561
18185,HP:0000501,Glaucoma,DOID:1686,glaucoma,Glaucoma,ORPHA:2833,2833,0111561
18186,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,ORPHA:2833,2833,0111561
18187,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,ORPHA:2833,2833,0111561
18188,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,ORPHA:2833,2833,0111561
18189,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,ORPHA:2833,2833,0111561
18190,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,ORPHA:2833,2833,0111561
18191,HP:0100578,Lipoatrophy,C1280433,Lipoatrophy,Lipoatrophy,ORPHA:2833,2833,0111561
18192,HP:0009125,Lipodystrophy,C0023787,Lipodystrophy,Lipodystrophy,ORPHA:2833,2833,0111561
18193,HP:0009125,Lipodystrophy,DOID:811,lipodystrophy,Lipodystrophy,ORPHA:2833,2833,0111561
18194,HP:0001482,Subcutaneous nodule,C0151811,Subcutaneous nodule,Subcutaneous nodule,ORPHA:2833,2833,0111561
18195,HP:0200036,Skin nodule,C0037287,Skin nodule,Skin nodule,ORPHA:2833,2833,0111561
18196,HP:0000541,Retinal detachment,C0035305,Retinal detachment,Retinal detachment,ORPHA:2833,2833,0111561
18197,HP:0000541,Retinal detachment,DOID:5327,retinal detachment,Retinal detachment,ORPHA:2833,2833,0111561
18198,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:2833,2833,0111561
18199,HP:0000787,Nephrolithiasis,C0392525,Nephrolithiasis,Nephrolithiasis,ORPHA:2833,2833,0111561
18200,HP:0000787,Nephrolithiasis,DOID:585,nephrolithiasis,Nephrolithiasis,ORPHA:2833,2833,0111561
18201,HP:0000819,Diabetes mellitus,C0011849,Diabetes mellitus,Diabetes mellitus,ORPHA:2315,2315,14694
18202,HP:0000819,Diabetes mellitus,DOID:9351,diabetes mellitus,Diabetes mellitus,ORPHA:2315,2315,14694
18203,HP:0003075,Hypoproteinemia,C0020639,Hypoproteinaemia,Hypoproteinemia,ORPHA:2315,2315,14694
18204,HP:0001651,Dextrocardia,DOID:9565,dextrocardia,Dextrocardia,ORPHA:2315,2315,14694
18205,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,ORPHA:2315,2315,14694
18206,HP:0001738,Exocrine pancreatic insufficiency,DOID:13316,exocrine pancreatic insufficiency,Exocrine pancreatic insufficiency,ORPHA:2315,2315,14694
18207,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,ORPHA:2315,2315,14694
18208,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,ORPHA:2315,2315,14694
18209,HP:0009804,Tooth agenesis,DOID:0050591,tooth agenesis,Tooth agenesis,ORPHA:2315,2315,14694
18210,HP:0002023,Anal atresia,C0003466,Anal atresia,Anal atresia,ORPHA:2315,2315,14694
18211,HP:0000047,Hypospadias,DOID:10892,hypospadias,Hypospadias,ORPHA:2315,2315,14694
18212,HP:0001903,Anemia,DOID:2355,anemia,Anemia,ORPHA:2315,2315,14694
18213,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,ORPHA:2315,2315,14694
18214,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,ORPHA:2315,2315,14694
18215,HP:0002024,Malabsorption,C0024523,Malabsorption,Malabsorption,ORPHA:2315,2315,14694
18216,HP:0001596,Alopecia,C0002170,Alopecia,Alopecia,ORPHA:2315,2315,14694
18217,HP:0001596,Alopecia,DOID:987,alopecia,Alopecia,ORPHA:2315,2315,14694
18218,HP:0000126,Hydronephrosis,C0020295,Hydronephrosis,Hydronephrosis,ORPHA:2315,2315,14694
18219,HP:0000126,Hydronephrosis,DOID:11111,hydronephrosis,Hydronephrosis,ORPHA:2315,2315,14694
18220,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,ORPHA:2315,2315,14694
18221,HP:0000969,Edema,D004487,Edema,Edema,ORPHA:2315,2315,14694
18222,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,ORPHA:2315,2315,14694
18223,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,ORPHA:2315,2315,14694
18224,HP:0000873,Diabetes insipidus,C0011848,Diabetes insipidus,Diabetes insipidus,ORPHA:900,900,12132
18229,HP:0000873,Diabetes insipidus,DOID:9409,diabetes insipidus,Diabetes insipidus,ORPHA:900,900,12132
18234,HP:0000093,Proteinuria,C0033687,Proteinuria,Proteinuria,ORPHA:900,900,12132
18239,HP:0000093,Proteinuria,D011507,Proteinuria,Proteinuria,ORPHA:900,900,12132
18244,HP:0000093,Proteinuria,DOID:576,proteinuria,Proteinuria,ORPHA:900,900,12132
18249,HP:0002829,Arthralgia,C0003862,Arthralgia,Arthralgia,ORPHA:900,900,12132
18254,HP:0002829,Arthralgia,D018771,Arthralgia,Arthralgia,ORPHA:900,900,12132
18259,HP:0100749,Chest pain,C0008031,Chest pain,Chest pain,ORPHA:900,900,12132
18264,HP:0100749,Chest pain,D002637,Chest Pain,Chest pain,ORPHA:900,900,12132
18269,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,ORPHA:900,900,12132
18274,HP:0001681,Angina pectoris,C0002962,Angina pectoris,Angina pectoris,ORPHA:900,900,12132
18279,HP:0001681,Angina pectoris,D000787,Angina Pectoris,Angina pectoris,ORPHA:900,900,12132
18284,HP:0004796,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,Gastrointestinal obstruction,ORPHA:900,900,12132
18289,HP:0001945,Fever,D005334,Fever,Fever,ORPHA:900,900,12132
18294,HP:0000822,Hypertension,C0020538,Hypertension,Hypertension,ORPHA:900,900,12132
18299,HP:0000822,Hypertension,DOID:10763,hypertension,Hypertension,ORPHA:900,900,12132
18304,HP:0012531,Pain,C0030193,Pain,Pain,ORPHA:900,900,12132
18309,HP:0012531,Pain,D010146,Pain,Pain,ORPHA:900,900,12132
18314,HP:0001701,Pericarditis,C0031046,Pericarditis,Pericarditis,ORPHA:900,900,12132
