HPO_ID,hpo,node_id,node_name,node_type,similarity
HP:0007939,Blue cone monochromacy,DOID:0050679,blue cone monochromacy,Disease,100
HP:0012330,Pyelonephritis,C0034186,Pyelonephritis,SideEffect,100
HP:0012330,Pyelonephritis,DOID:11400,pyelonephritis,Disease,100
HP:0012330,Pyelonephritis,C0520575,Pyelonephritis acute,SideEffect,95
HP:0012330,Pyelonephritis,DOID:559,acute pyelonephritis,Disease,95
HP:0030839,Knee pain,C0231749,Knee pain,SideEffect,100
HP:0007700,Ocular anterior segment dysgenesis,DOID:0060648,anterior segment dysgenesis,Disease,95
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080613,anterior segment dysgenesis 8,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080612,anterior segment dysgenesis 7,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080611,anterior segment dysgenesis 6,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080610,anterior segment dysgenesis 5,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080606,anterior segment dysgenesis 1,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080607,anterior segment dysgenesis 2,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080608,anterior segment dysgenesis 3,Disease,91
HP:0007700,Ocular anterior segment dysgenesis,DOID:0080609,anterior segment dysgenesis 4,Disease,91
HP:0003251,Male infertility,DOID:12336,male infertility,Disease,100
HP:0003251,Male infertility,C0021359,Infertility,SideEffect,95
HP:0003251,Male infertility,C0021364,Infertility male,SideEffect,95
HP:0003251,Male infertility,DOID:5223,infertility,Disease,95
HP:0005151,Preductal coarctation of the aorta,C0003492,Coarctation of the aorta,SideEffect,95
HP:0012120,Methylmalonic aciduria,DOID:14749,methylmalonic acidemia,Disease,91
HP:0000852,Pseudohypoparathyroidism,DOID:4184,pseudohypoparathyroidism,Disease,100
HP:0000852,Pseudohypoparathyroidism,DOID:0080222,pseudohypoparathyroidism type IB,Disease,95
HP:0001343,Kernicterus,DOID:2382,kernicterus,Disease,100
HP:0002749,Osteomalacia,C0029442,Osteomalacia,SideEffect,100
HP:0002749,Osteomalacia,DOID:10573,osteomalacia,Disease,100
HP:0001256,"Intellectual disability, mild",DOID:1059,intellectual disability,Disease,95
HP:0001256,"Intellectual disability, mild",D008607,Intellectual Disability,Symptom,95
HP:0031690,Opportunistic infection,C0029118,Opportunistic infection,SideEffect,100
HP:0000952,Jaundice,C0022346,Jaundice,SideEffect,100
HP:0000952,Jaundice,D007565,Jaundice,Symptom,100
HP:0000555,Leukocoria,DOID:11772,leukocoria,Disease,100
HP:0025502,Overweight,D050177,Overweight,Symptom,100
HP:0025088,Onychomadesis,C0263540,Onychomadesis,SideEffect,100
HP:0000851,Congenital hypothyroidism,C0010308,Congenital hypothyroidism,SideEffect,100
HP:0000851,Congenital hypothyroidism,DOID:0050328,congenital hypothyroidism,Disease,100
HP:0001147,Retinal exudate,C0240897,Retinal exudates,SideEffect,97
HP:0011855,Pharyngeal edema,C0236024,Pharyngeal oedema,SideEffect,97
HP:0012219,Erythema nodosum,C0014743,Erythema nodosum,SideEffect,100
HP:0012219,Erythema nodosum,DOID:0080750,erythema nodosum,Disease,100
HP:0006671,Paroxysmal atrial tachycardia,C0030587,Paroxysmal atrial tachycardia,SideEffect,100
HP:0000206,Glossitis,C0017675,Glossitis,SideEffect,100
HP:0000206,Glossitis,DOID:1456,glossitis,Disease,100
HP:0011710,Bundle branch block,C0006384,Bundle branch block,SideEffect,100
HP:0011710,Bundle branch block,C0023211,Bundle branch block left,SideEffect,95
HP:0011710,Bundle branch block,C0085615,Bundle branch block right,SideEffect,95
HP:0011710,Bundle branch block,DOID:13209,right bundle branch block,Disease,95
HP:0002716,Lymphadenopathy,C0497156,Lymphadenopathy,SideEffect,100
HP:0001482,Subcutaneous nodule,C0151811,Subcutaneous nodule,SideEffect,100
HP:0009725,Bladder neoplasm,C0005695,Bladder neoplasm,SideEffect,100
HP:0009725,Bladder neoplasm,DOID:0050623,bladder benign neoplasm,Disease,95
HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,SideEffect,100
HP:0011947,Respiratory tract infection,C0339916,Viral upper respiratory tract infection,SideEffect,95
HP:0011947,Respiratory tract infection,C0149725,Lower respiratory tract infection,SideEffect,95
HP:0011947,Respiratory tract infection,C0041912,Upper respiratory tract infection,SideEffect,95
HP:0011947,Respiratory tract infection,C0877203,Respiratory tract infection viral,SideEffect,95
HP:0005086,Knee osteoarthritis,C0029408,Osteoarthritis,SideEffect,95
HP:0005086,Knee osteoarthritis,DOID:8398,osteoarthritis,Disease,95
HP:0000656,Ectropion,C0013592,Ectropion,SideEffect,100
HP:0000656,Ectropion,DOID:1570,ectropion,Disease,100
HP:0002664,Neoplasm,C0027651,Neoplasm,SideEffect,100
HP:0040278,Prolactinoma,C0033375,Prolactinoma,SideEffect,100
HP:0040278,Prolactinoma,DOID:5394,prolactinoma,Disease,100
HP:0002633,Vasculitis,C0042384,Vasculitis,SideEffect,100
HP:0002633,Vasculitis,DOID:865,vasculitis,Disease,100
HP:0002110,Bronchiectasis,C0006267,Bronchiectasis,SideEffect,100
HP:0002110,Bronchiectasis,DOID:9563,bronchiectasis,Disease,100
HP:0002110,Bronchiectasis,DOID:0080527,bronchiectasis 2,Disease,95
HP:0002110,Bronchiectasis,DOID:0080526,bronchiectasis 1,Disease,95
HP:0002110,Bronchiectasis,DOID:0080528,bronchiectasis 3,Disease,95
HP:0000508,Ptosis,DOID:0060260,ptosis,Disease,100
HP:0012108,Open angle glaucoma,DOID:1067,open-angle glaucoma,Disease,100
HP:0012108,Open angle glaucoma,DOID:1070,primary open angle glaucoma,Disease,95
HP:0002107,Pneumothorax,C0032326,Pneumothorax,SideEffect,100
HP:0002107,Pneumothorax,DOID:1673,pneumothorax,Disease,100
HP:0003472,Hypocalcemic tetany,C0151940,Hypocalcemic tetany,SideEffect,100
HP:0002463,Language impairment,DOID:0060244,specific language impairment,Disease,95
HP:0005863,Type E brachydactyly,DOID:0110972,brachydactyly type E1,Disease,93
HP:0005863,Type E brachydactyly,DOID:0110976,brachydactyly type E2,Disease,93
HP:0001387,Joint stiffness,C0162298,Joint stiffness,SideEffect,100
HP:0032263,Increased blood pressure,C0497247,Blood pressure increased,SideEffect,95
HP:0032263,Increased blood pressure,C0277889,Blood pressure diastolic increased,SideEffect,95
HP:0032263,Increased blood pressure,C0277884,Blood pressure systolic increased,SideEffect,95
HP:0002202,Pleural effusion,C0032227,Pleural effusion,SideEffect,100
HP:0004840,Hypochromic microcytic anemia,C0271901,Hypochromic microcytic anemia,SideEffect,100
HP:0004840,Hypochromic microcytic anemia,DOID:0050642,hypochromic microcytic anemia,Disease,100
HP:0200020,Corneal erosion,C0392163,Corneal erosion,SideEffect,100
HP:0005145,Coronary artery stenosis,C0242231,Coronary artery stenosis,SideEffect,100
HP:0005145,Coronary artery stenosis,DOID:4248,coronary stenosis,Disease,95
HP:0001132,Lens subluxation,DOID:11364,lens subluxation,Disease,100
HP:0001022,Albinism,C0001916,Albinism,SideEffect,100
HP:0001889,Megaloblastic anemia,DOID:13382,megaloblastic anemia,Disease,100
HP:0001889,Megaloblastic anemia,C0002888,Anaemia megaloblastic,SideEffect,93
HP:0001601,Laryngomalacia,DOID:0080833,laryngomalacia,Disease,100
HP:0000733,Stereotypy,C0038273,Stereotypy,SideEffect,100
HP:0005133,Right ventricular dilatation,C0264733,Dilatation ventricular,SideEffect,95
HP:0012068,Aspartylglucosaminuria,DOID:0050461,aspartylglucosaminuria,Disease,100
HP:0002497,Spastic ataxia,DOID:0050952,spastic ataxia,Disease,100
HP:0002497,Spastic ataxia,DOID:0050944,spastic ataxia 5,Disease,95
HP:0002497,Spastic ataxia,DOID:0050945,spastic ataxia 7,Disease,95
HP:0002497,Spastic ataxia,DOID:0050942,spastic ataxia 3,Disease,95
HP:0002497,Spastic ataxia,DOID:0050943,spastic ataxia 4,Disease,95
HP:0002497,Spastic ataxia,DOID:0050941,spastic ataxia 2,Disease,95
HP:0002497,Spastic ataxia,DOID:0050772,spastic ataxia 1,Disease,95
HP:0002497,Spastic ataxia,DOID:0080252,spastic ataxia 8,Disease,95
HP:0003771,Pulp calcification,DOID:5608,dental pulp calcification,Disease,95
HP:0002023,Anal atresia,C0003466,Anal atresia,SideEffect,100
HP:0030502,Retinoschisis,DOID:8465,retinoschisis,Disease,100
HP:0030502,Retinoschisis,DOID:8464,flat retinoschisis,Disease,95
HP:0002904,Hyperbilirubinemia,C0020433,Hyperbilirubinaemia,SideEffect,97
HP:0007455,Adermatoglyphia,DOID:0111357,adermatoglyphia,Disease,100
HP:0000575,Scotoma,C0036454,Scotoma,SideEffect,100
HP:0000575,Scotoma,D012607,Scotoma,Symptom,100
HP:0000575,Scotoma,DOID:9335,scotoma,Disease,100
HP:0001013,Eruptive xanthomas,C0221252,Eruptive xanthoma,SideEffect,97
HP:0001950,Respiratory alkalosis,C0002064,Respiratory alkalosis,SideEffect,100
HP:0100620,Germinoma,DOID:3304,germinoma,Disease,100
HP:0001770,Toe syndactyly,C0039075,Syndactyly,SideEffect,95
HP:0001770,Toe syndactyly,DOID:11193,syndactyly,Disease,95
HP:0002028,Chronic diarrhea,C0401151,Chronic diarrhea,SideEffect,100
HP:0003128,Lactic acidosis,C0001125,Lactic acidosis,SideEffect,100
HP:0003128,Lactic acidosis,DOID:3650,lactic acidosis,Disease,100
HP:0100327,Cow milk allergy,DOID:0060521,cow milk allergy,Disease,100
HP:0100327,Cow milk allergy,DOID:4376,milk allergy,Disease,95
HP:0001935,Microcytic anemia,DOID:11252,microcytic anemia,Disease,100
HP:0001935,Microcytic anemia,C0085576,Microcytic anaemia,SideEffect,97
HP:0001935,Microcytic anemia,DOID:2361,macrocytic anemia,Disease,94
HP:0002634,Arteriosclerosis,C0003850,Arteriosclerosis,SideEffect,100
HP:0002634,Arteriosclerosis,DOID:2349,arteriosclerosis,Disease,100
HP:0002634,Arteriosclerosis,C1388177,Aortic arteriosclerosis,SideEffect,95
HP:0002634,Arteriosclerosis,DOID:5162,arteriolosclerosis,Disease,94
HP:0000565,Esotropia,DOID:9840,esotropia,Disease,100
HP:0003040,Arthropathy,C0022408,Arthropathy,SideEffect,100
HP:0003040,Arthropathy,DOID:381,arthropathy,Disease,100
HP:0001251,Ataxia,C0004134,Ataxia,SideEffect,100
HP:0001251,Ataxia,D001259,Ataxia,Symptom,100
HP:0010521,Gait apraxia,DOID:4260,gait apraxia,Disease,100
HP:0010521,Gait apraxia,D020235,Gait Apraxia,Symptom,100
HP:0009797,Cholesteatoma,DOID:869,cholesteatoma,Disease,100
HP:0001376,Limitation of joint mobility,D051346,Mobility Limitation,Symptom,95
HP:0001886,Foot osteomyelitis,C0029443,Osteomyelitis,SideEffect,95
HP:0001886,Foot osteomyelitis,DOID:1019,osteomyelitis,Disease,95
HP:0040147,L-2-hydroxyglutaric acidemia,DOID:0050574,L-2-hydroxyglutaric aciduria,Disease,93
HP:0001829,Foot polydactyly,C0152427,Polydactyly,SideEffect,95
HP:0001829,Foot polydactyly,DOID:1148,polydactyly,Disease,95
HP:0002323,Anencephaly,C0002902,Anencephaly,SideEffect,100
HP:0002323,Anencephaly,DOID:0060668,anencephaly,Disease,100
HP:0003218,Oroticaciduria,DOID:0050833,orotic aciduria,Disease,97
HP:0000214,Lip telangiectasia,C0039446,Telangiectasia,SideEffect,95
HP:0011273,Anisocytosis,C0221278,Anisocytosis,SideEffect,100
HP:0200036,Skin nodule,C0037287,Skin nodule,SideEffect,100
HP:0000540,Hypermetropia,DOID:9837,hypertropia,Disease,92
HP:0000796,Urethral obstruction,C0041972,Urethral obstruction,SideEffect,100
HP:0000796,Urethral obstruction,DOID:12577,urethral obstruction,Disease,100
HP:0000796,Urethral obstruction,DOID:5199,ureteral obstruction,Disease,95
HP:0003072,Hypercalcemia,DOID:12678,hypercalcemia,Disease,100
HP:0003072,Hypercalcemia,C0020437,Hypercalcaemia,SideEffect,96
HP:0002902,Hyponatremia,C0020625,Hyponatraemia,SideEffect,96
HP:0006780,Parathyroid carcinoma,DOID:1540,parathyroid carcinoma,Disease,100
HP:0012179,Craniofacial dystonia,DOID:0050845,cranio-facial dystonia,Disease,98
HP:0000256,Macrocephaly,C0025958,Microcephaly,SideEffect,92
HP:0000256,Macrocephaly,DOID:10907,microcephaly,Disease,92
HP:0001875,Neutropenia,C0027947,Neutropenia,SideEffect,100
HP:0001875,Neutropenia,DOID:1227,neutropenia,Disease,100
HP:0030854,Scleral staphyloma,DOID:11595,scleral staphyloma,Disease,100
HP:0002126,Polymicrogyria,DOID:0080918,polymicrogyria,Disease,100
HP:0001883,Talipes,C1301937,Talipes,SideEffect,100
HP:0000047,Hypospadias,DOID:10892,hypospadias,Disease,100
HP:0025615,Abscess,C0000833,Abscess,SideEffect,100
HP:0002408,Cerebral arteriovenous malformation,DOID:11294,arteriovenous malformation,Disease,95
HP:0006970,Periventricular leukomalacia,C0023529,Periventricular leukomalacia,SideEffect,100
HP:0006970,Periventricular leukomalacia,DOID:13088,periventricular leukomalacia,Disease,100
HP:0000016,Urinary retention,C0080274,Urinary retention,SideEffect,100
HP:0002582,Chronic atrophic gastritis,DOID:8929,atrophic gastritis,Disease,95
HP:0000523,Subcapsular cataract,C0235259,Cataract subcapsular,SideEffect,95
HP:0001973,Autoimmune thrombocytopenia,C0242584,Autoimmune thrombocytopenia,SideEffect,100
HP:0001254,Lethargy,C0023380,Lethargy,SideEffect,100
HP:0001254,Lethargy,D053609,Lethargy,Symptom,100
HP:0009916,Anisocoria,D015875,Anisocoria,Symptom,100
HP:0002021,Pyloric stenosis,C0034194,Pyloric stenosis,SideEffect,100
HP:0002021,Pyloric stenosis,DOID:12639,pyloric stenosis,Disease,100
HP:0002239,Gastrointestinal hemorrhage,C0017181,Gastrointestinal haemorrhage,SideEffect,98
HP:0100716,Self-injurious behavior,C0085271,Self injurious behaviour,SideEffect,98
HP:0100768,Choriocarcinoma,C0008497,Choriocarcinoma,SideEffect,100
HP:0100768,Choriocarcinoma,DOID:3594,choriocarcinoma,Disease,100
HP:0001406,Intrahepatic cholestasis,DOID:1852,intrahepatic cholestasis,Disease,100
HP:0001406,Intrahepatic cholestasis,C0008372,Cholestasis intrahepatic,SideEffect,95
HP:0001406,Intrahepatic cholestasis,DOID:13619,extrahepatic cholestasis,Disease,92
HP:0003124,Hypercholesterolemia,C0020443,Hypercholesterolaemia,SideEffect,98
HP:0003124,Hypercholesterolemia,DOID:13810,familial hypercholesterolemia,Disease,95
HP:0002884,Hepatoblastoma,C0206624,Hepatoblastoma,SideEffect,100
HP:0002884,Hepatoblastoma,DOID:687,hepatoblastoma,Disease,100
HP:0002884,Hepatoblastoma,DOID:5789,mixed hepatoblastoma,Disease,95
HP:0001920,Renal artery stenosis,C0035067,Renal artery stenosis,SideEffect,100
HP:0001664,Torsade de pointes,C0040479,Torsade de pointes,SideEffect,100
HP:0040270,Impaired glucose tolerance,C0271650,Glucose tolerance impaired,SideEffect,95
HP:0000027,Azoospermia,C0004509,Azoospermia,SideEffect,100
HP:0000027,Azoospermia,DOID:14227,azoospermia,Disease,100
HP:0100523,Liver abscess,C0023885,Liver abscess,SideEffect,100
HP:0025478,Atrial standstill,DOID:0080662,atrial standstill 1,Disease,95
HP:0025478,Atrial standstill,DOID:0080663,atrial standstill 2,Disease,95
HP:0001325,Hypoglycemic coma,DOID:1607,hypoglycemic coma,Disease,100
HP:0001325,Hypoglycemic coma,C0020617,Hypoglycaemic coma,SideEffect,97
HP:0001350,Slurred speech,C0234518,Slurred speech,SideEffect,100
HP:0006781,Hurthle cell thyroid adenoma,DOID:8162,thyroid Hurthle cell adenoma,Disease,95
HP:0001537,Umbilical hernia,C0019322,Umbilical hernia,SideEffect,100
HP:0001537,Umbilical hernia,DOID:0060321,umbilical hernia,Disease,100
HP:0001085,Papilledema,DOID:146,papilledema,Disease,100
HP:0001085,Papilledema,C0030353,Papilloedema,SideEffect,96
HP:0004418,Thrombophlebitis,C0040046,Thrombophlebitis,SideEffect,100
HP:0004418,Thrombophlebitis,DOID:3875,thrombophlebitis,Disease,100
HP:0025430,High-pitched cry,C0239154,High-pitched crying,SideEffect,91
HP:0012843,Hair follicle neoplasm,DOID:5375,hair follicle neoplasm,Disease,100
HP:0001605,Vocal cord paralysis,C0042928,Vocal cord paralysis,SideEffect,100
HP:0001605,Vocal cord paralysis,D014826,Vocal Cord Paralysis,Symptom,100
HP:0100660,Dyskinesia,C0013384,Dyskinesia,SideEffect,100
HP:0100660,Dyskinesia,D020820,Dyskinesias,Symptom,95
HP:0004432,Agammaglobulinemia,DOID:2583,agammaglobulinemia,Disease,100
HP:0004432,Agammaglobulinemia,DOID:0080588,agammaglobulinemia 5,Disease,95
HP:0004432,Agammaglobulinemia,DOID:0060027,agammaglobulinemia 4,Disease,95
HP:0003153,Cystathioninuria,DOID:0090142,cystathioninuria,Disease,100
HP:0003231,Hypertyrosinemia,DOID:2855,hyperthyroxinemia,Disease,91
HP:0004971,Pulmonary artery hypoplasia,C0265783,Pulmonary hypoplasia,SideEffect,95
HP:0006766,Papillary renal cell carcinoma,DOID:4465,papillary renal cell carcinoma,Disease,100
HP:0006766,Papillary renal cell carcinoma,DOID:0050387,nonpapillary renal cell carcinoma,Disease,95
HP:0012032,Lipoma,C0023798,Lipoma,SideEffect,100
HP:0012032,Lipoma,DOID:3315,lipoma,Disease,100
HP:0100026,Arteriovenous malformation,DOID:11294,arteriovenous malformation,Disease,100
HP:0000135,Hypogonadism,C0020619,Hypogonadism,SideEffect,100
HP:0000135,Hypogonadism,DOID:1924,hypogonadism,Disease,100
HP:0000135,Hypogonadism,C0151721,Hypogonadism male,SideEffect,95
HP:0001082,Cholecystitis,C0008325,Cholecystitis,SideEffect,100
HP:0001082,Cholecystitis,DOID:1949,cholecystitis,Disease,100
HP:0001082,Cholecystitis,C0149520,Cholecystitis acute,SideEffect,95
HP:0009064,Generalized lipodystrophy,DOID:0050585,congenital generalized lipodystrophy,Disease,95
HP:0009064,Generalized lipodystrophy,DOID:0080300,acquired generalized lipodystrophy,Disease,95
HP:0009064,Generalized lipodystrophy,DOID:0080298,complete generalized lipodystrophy,Disease,95
HP:0002148,Hypophosphatemia,DOID:0050336,hypophosphatemia,Disease,100
HP:0002148,Hypophosphatemia,C0085682,Hypophosphataemia,SideEffect,97
HP:0002148,Hypophosphatemia,DOID:0050459,hyperphosphatemia,Disease,91
HP:0100275,Diffuse cerebellar atrophy,C0740279,Cerebellar atrophy,SideEffect,95
HP:0008034,Abnormal iris pigmentation,C1260926,Abnormal pigmentation,SideEffect,95
HP:0006280,Chronic pancreatitis,C0149521,Pancreatitis chronic,SideEffect,95
HP:0006280,Chronic pancreatitis,C0262417,Pancreatitis acute on chronic,SideEffect,95
HP:0003010,Prolonged bleeding time,C0151529,Bleeding time prolonged,SideEffect,95
HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,SideEffect,100
HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Disease,100
HP:0001623,Breech presentation,C0006157,Breech presentation,SideEffect,100
HP:0100570,Carcinoid tumor,C0007095,Carcinoid tumour,SideEffect,97
HP:0001513,Obesity,C0028754,Obesity,SideEffect,100
HP:0001513,Obesity,D009765,Obesity,Symptom,100
HP:0001513,Obesity,DOID:9970,obesity,Disease,100
HP:0000609,Optic nerve hypoplasia,DOID:0111531,bilateral optic nerve hypoplasia,Disease,95
HP:0004936,Venous thrombosis,C0042487,Venous thrombosis,SideEffect,100
HP:0004936,Venous thrombosis,C0549288,Pelvic venous thrombosis,SideEffect,95
HP:0004936,Venous thrombosis,C0853347,Venous thrombosis limb,SideEffect,95
HP:0200044,Porokeratosis,DOID:3805,porokeratosis,Disease,100
HP:0032231,Hypochromia,C0333912,Hypochromasia,SideEffect,92
HP:0000979,Purpura,C0034150,Purpura,SideEffect,100
HP:0000979,Purpura,D011693,Purpura,Symptom,100
HP:0000979,Purpura,DOID:3326,purpura,Disease,100
HP:0000648,Optic atrophy,C0029124,Optic atrophy,SideEffect,100
HP:0000648,Optic atrophy,DOID:5723,optic atrophy,Disease,100
HP:0000648,Optic atrophy,DOID:0111433,optic atrophy 3,Disease,95
HP:0000648,Optic atrophy,DOID:0111436,optic atrophy 11,Disease,95
HP:0000648,Optic atrophy,DOID:0111437,optic atrophy 7,Disease,95
HP:0000648,Optic atrophy,DOID:0111434,optic atrophy 10,Disease,95
HP:0000648,Optic atrophy,DOID:0111435,optic atrophy 6,Disease,95
HP:0000648,Optic atrophy,DOID:0111438,optic atrophy 5,Disease,95
HP:0000648,Optic atrophy,DOID:0111439,optic atrophy 8,Disease,95
HP:0000648,Optic atrophy,DOID:0111443,optic atrophy 2,Disease,95
HP:0000648,Optic atrophy,DOID:0111442,optic atrophy 9,Disease,95
HP:0000648,Optic atrophy,DOID:0111441,optic atrophy 1,Disease,95
HP:0000648,Optic atrophy,DOID:0111440,optic atrophy 4,Disease,95
HP:0000648,Optic atrophy,DOID:0080840,optic atrophy 12,Disease,95
HP:0009731,Cerebral hamartoma,C0542007,Cerebral haematoma,SideEffect,94
HP:0007379,Neoplasm of the genitourinary tract,C0042065,Genitourinary tract neoplasm,SideEffect,95
HP:0010450,Esophageal stenosis,C0014866,Oesophageal stenosis,SideEffect,97
HP:0012387,Bronchitis,C0006277,Bronchitis,SideEffect,100
HP:0012387,Bronchitis,DOID:6132,bronchitis,Disease,100
HP:0030828,Wheezing,C0043144,Wheezing,SideEffect,100
HP:0002579,Gastrointestinal dysmotility,C0948779,Gastrointestinal hypomotility,SideEffect,91
HP:0011100,Intestinal atresia,DOID:10486,intestinal atresia,Disease,100
HP:0002797,Osteolysis,C0221204,Osteolysis,SideEffect,100
HP:0002312,Clumsiness,C0233844,Clumsiness,SideEffect,100
HP:0001658,Myocardial infarction,C0027051,Myocardial infarction,SideEffect,100
HP:0001658,Myocardial infarction,DOID:5844,myocardial infarction,Disease,100
HP:0001658,Myocardial infarction,C0948369,Myocardial reinfarction,SideEffect,95
HP:0001658,Myocardial infarction,C0155626,Acute myocardial infarction,SideEffect,95
HP:0001658,Myocardial infarction,C0340305,Inferior myocardial infarction,SideEffect,95
HP:0001658,Myocardial infarction,DOID:5846,septal myocardial infarction,Disease,95
HP:0001658,Myocardial infarction,DOID:5848,apical myocardial infarction,Disease,95
HP:0001658,Myocardial infarction,DOID:5853,lateral myocardial infarction,Disease,95
HP:0001658,Myocardial infarction,DOID:5850,inferior myocardial infarction,Disease,95
HP:0001658,Myocardial infarction,DOID:5854,silent myocardial infarction,Disease,95
HP:0001658,Myocardial infarction,DOID:5847,posterior myocardial infarction,Disease,95
HP:0001658,Myocardial infarction,DOID:9408,acute myocardial infarction,Disease,95
HP:0002145,Frontotemporal dementia,DOID:9255,frontotemporal dementia,Disease,100
HP:0004810,Congenital hypoplastic anemia,DOID:1342,congenital hypoplastic anemia,Disease,100
HP:0007730,Iris hypopigmentation,C0877306,Iris hyperpigmentation,SideEffect,93
HP:0002084,Encephalocele,C0014065,Encephalocele,SideEffect,100
HP:0100806,Sepsis,C0243026,Sepsis,SideEffect,100
HP:0011517,Cone monochromacy,DOID:0050679,blue cone monochromacy,Disease,95
HP:0000853,Goiter,DOID:12176,goiter,Disease,100
HP:0002616,Aortic root aneurysm,C0003486,Aortic aneurysm,SideEffect,95
HP:0002616,Aortic root aneurysm,DOID:3627,aortic aneurysm,Disease,95
HP:0100244,Fibrosarcoma,DOID:3355,fibrosarcoma,Disease,100
HP:0010934,Xanthinuria,DOID:0060236,xanthinuria,Disease,100
HP:0006640,Multiple rib fractures,C0016655,Multiple fractures,SideEffect,95
HP:0001744,Splenomegaly,C0038002,Splenomegaly,SideEffect,100
HP:0006988,Alobar holoprosencephaly,DOID:4621,holoprosencephaly,Disease,95
HP:0012871,Varicocele,C0042341,Varicocele,SideEffect,100
HP:0012871,Varicocele,DOID:12337,varicocele,Disease,100
HP:0006737,Extraadrenal pheochromocytoma,DOID:0050936,extra-adrenal pheochromocytoma,Disease,98
HP:0006562,Viral hepatitis,DOID:1884,viral hepatitis,Disease,100
HP:0006562,Viral hepatitis,C0042721,Hepatitis viral,SideEffect,95
HP:0012040,Corneal stromal edema,C0474444,Corneal stromal edema,SideEffect,100
HP:0004749,Atrial flutter,C0004239,Atrial flutter,SideEffect,100
HP:0000589,Coloboma,DOID:12270,coloboma,Disease,100
HP:0000829,Hypoparathyroidism,C0020626,Hypoparathyroidism,SideEffect,100
HP:0000829,Hypoparathyroidism,DOID:11199,hypoparathyroidism,Disease,100
HP:0000829,Hypoparathyroidism,C0020502,Hyperparathyroidism,SideEffect,92
HP:0000829,Hypoparathyroidism,DOID:13543,hyperparathyroidism,Disease,92
HP:0011950,Bronchiolitis,C0006271,Bronchiolitis,SideEffect,100
HP:0011950,Bronchiolitis,DOID:2942,bronchiolitis,Disease,100
HP:0003193,Allergic rhinitis,DOID:4481,allergic rhinitis,Disease,100
HP:0003193,Allergic rhinitis,C2607914,Rhinitis allergic,SideEffect,95
HP:0001704,Tricuspid valve prolapse,DOID:5644,tricuspid valve prolapse,Disease,100
HP:0006000,Ureteral obstruction,DOID:5199,ureteral obstruction,Disease,100
HP:0006000,Ureteral obstruction,C0041972,Urethral obstruction,SideEffect,95
HP:0006000,Ureteral obstruction,DOID:12577,urethral obstruction,Disease,95
HP:0002243,Protein-losing enteropathy,DOID:10611,protein-losing enteropathy,Disease,100
HP:0007018,Attention deficit hyperactivity disorder,C1263846,Attention deficit/hyperactivity disorder,SideEffect,100
HP:0007018,Attention deficit hyperactivity disorder,DOID:1094,attention deficit hyperactivity disorder,Disease,100
HP:0006896,Hypnopompic hallucinations,C0424082,Hypnopompic hallucination,SideEffect,98
HP:0030490,Exudative vitreoretinopathy,DOID:0050535,exudative vitreoretinopathy,Disease,100
HP:0030490,Exudative vitreoretinopathy,DOID:0080264,exudative vitreoretinopathy 7,Disease,96
HP:0030490,Exudative vitreoretinopathy,DOID:0111410,exudative vitreoretinopathy 6,Disease,96
HP:0030490,Exudative vitreoretinopathy,DOID:0111411,exudative vitreoretinopathy 4,Disease,96
HP:0030490,Exudative vitreoretinopathy,DOID:0111412,exudative vitreoretinopathy 1,Disease,96
HP:0030490,Exudative vitreoretinopathy,DOID:0111409,exudative vitreoretinopathy 3,Disease,96
HP:0030490,Exudative vitreoretinopathy,DOID:0111408,exudative vitreoretinopathy 5,Disease,96
HP:0030490,Exudative vitreoretinopathy,DOID:0111413,X-linked exudative vitreoretinopathy 2,Disease,95
HP:0002075,Dysdiadochokinesis,C0234979,Dysdiadochokinesis,SideEffect,100
HP:0002108,Spontaneous pneumothorax,DOID:1672,spontaneous tension pneumothorax,Disease,95
HP:0002108,Spontaneous pneumothorax,DOID:0080218,primary spontaneous pneumothorax,Disease,95
HP:0002669,Osteosarcoma,C0029463,Osteosarcoma,SideEffect,100
HP:0002669,Osteosarcoma,DOID:3347,osteosarcoma,Disease,100
HP:0002669,Osteosarcoma,DOID:3376,bone osteosarcoma,Disease,95
HP:0100545,Arterial stenosis,C0877334,Arterial stenosis limb,SideEffect,95
HP:0001962,Palpitations,C0030252,Palpitations,SideEffect,100
HP:0006574,Hepatic arteriovenous malformation,DOID:11294,arteriovenous malformation,Disease,95
HP:0002352,Leukoencephalopathy,C0270612,Leukoencephalopathy,SideEffect,100
HP:0001339,Lissencephaly,DOID:0050453,lissencephaly,Disease,100
HP:0001339,Lissencephaly,DOID:0112230,lissencephaly 5,Disease,95
HP:0001339,Lissencephaly,DOID:0112233,lissencephaly 8,Disease,95
HP:0001339,Lissencephaly,DOID:0112236,lissencephaly 6,Disease,95
