,HPO_LABEL,OMIM,HPO,MESH,DOID
6434,Diarrhea,613489,0002014,D003967,0070262
6435,Hepatomegaly,613489,0002240,D006529,0070262
6436,Microcephaly,618557,0000252,D008831,0112214
6437,Cerebral palsy,618557,0100021,D002547,0112214
6438,Hypothermia,618557,0002045,D007035,0112214
6439,Chorea,618557,0002072,D002819,0112214
6440,Status epilepticus,618557,0002133,D013226,0112214
6441,Microcephaly,615485,0000252,D008831,0080893
6442,Hypertelorism,615485,0000316,D006972,0080893
6443,Strabismus,615485,0000486,D013285,0080893
6444,Arachnodactyly,615485,0001166,D054119,0080893
6445,Intellectual disability,615485,0001249,D008607,0080893
6446,Failure to thrive,615485,0001508,D005183,0080893
6447,Scoliosis,615485,0002650,D012600,0080893
6448,Microcephaly,618397,0000252,D008831,0111475
6449,Dysarthria,618397,0001260,D004401,0111475
6450,Dystonia,618397,0001332,D004421,0111475
6451,Lissencephaly,618397,0001339,D054082,0111475
6452,Acidosis,618397,0001941,D000138,0111475
6453,Microcephaly,616139,0000252,D008831,0080444
6454,Intellectual disability,616139,0001249,D008607,0080444
6455,Dystonia,616139,0001332,D004421,0080444
6456,Chorea,616139,0002072,D002819,0080444
6457,Microcephaly,611523,0000252,D008831,0060275
6458,Cerebellar hypoplasia,611523,0001321,C562568,0060275
6459,Muscle weakness,611523,0001324,D018908,0060275
6460,Failure to thrive,611523,0001508,D005183,0060275
6461,Acidosis,611523,0001941,D000138,0060275
6462,Apnea,611523,0002104,D001049,0060275
6463,Microcephaly,610758,0000252,D008831,0080914
6464,Blepharophimosis,610758,0000581,D016569,0080914
6465,Cerebellar hypoplasia,610758,0001321,C562568,0080914
6466,Failure to thrive,610758,0001508,D005183,0080914
6467,Polymicrogyria,610758,0002126,D065706,0080914
6468,Scoliosis,610758,0002650,D012600,0080914
6469,Kyphosis,610758,0002808,D007738,0080914
6470,Hip dislocation,610758,0002827,D006617,0080914
6471,Microcephaly,274270,0000252,D008831,14218
6472,Coloboma,274270,0000589,D003103,14218
6473,Optic atrophy,274270,0000648,D009896,14218
6474,Intellectual disability,274270,0001249,D008607,14218
6475,Lethargy,274270,0001254,D053609,14218
6476,Agenesis of corpus callosum,274270,0001274,D061085,14218
6477,Failure to thrive,274270,0001508,D005183,14218
6478,Microcephaly,616364,0000252,D008831,0070067
6479,Astigmatism,616364,0000483,D001251,0070067
6480,Strabismus,616364,0000486,D013285,0070067
6481,Myopia,616364,0000545,D009216,0070067
6482,Coloboma,616364,0000589,D003103,0070067
6483,Optic atrophy,616364,0000648,D009896,0070067
6484,Brachydactyly,616364,0001156,D059327,0070067
6485,Intellectual disability,616364,0001249,D008607,0070067
6486,Hypoglycemia,616364,0001943,D007003,0070067
6487,Constipation,616364,0002019,D003248,0070067
6488,Gastroesophageal reflux,616364,0002020,D005764,0070067
6489,Self-injurious behavior,616364,0100716,D016728,0070067
6490,Microcephaly,617228,0000252,D008831,0111488
6491,Cataract,617228,0000518,D002386,0111488
6492,Failure to thrive,617228,0001508,D005183,0111488
6493,Acidosis,617228,0001941,D000138,0111488
6494,Microcephaly,610756,0000252,D008831,0080912
6495,Cataract,610756,0000518,D002386,0080912
6496,Scoliosis,610756,0002650,D012600,0080912
6497,Kyphosis,610756,0002808,D007738,0080912
6498,Microcephaly,615330,0000252,D008831,0080135
6499,Retrognathia,615330,0000278,D063173,0080135
6500,Optic atrophy,615330,0000648,D009896,0080135
6501,Edema,615330,0000969,D004487,0080135
6502,Polyhydramnios,615330,0001561,D006831,0080135
6503,Acidosis,615330,0001941,D000138,0080135
6504,Fever,615330,0001945,D005334,0080135
6505,Respiratory insufficiency,615330,0002093,D012131,0080135
6506,Polymicrogyria,615330,0002126,D065706,0080135
6507,Microcephaly,616045,0000252,D008831,0111498
6508,Failure to thrive,616045,0001508,D005183,0111498
6509,Pulmonary arterial hypertension,616045,0002092,D000081029,0111498
6510,Microcephaly,615851,0000252,D008831,0060271
6511,Strabismus,615851,0000486,D013285,0060271
6512,Optic atrophy,615851,0000648,D009896,0060271
6513,Osteoporosis,615851,0000939,D010024,0060271
6514,Intellectual disability,615851,0001249,D008607,0060271
6515,Myoclonus,615851,0001336,D009207,0060271
6516,Failure to thrive,615851,0001508,D005183,0060271
6517,Scoliosis,615851,0002650,D012600,0060271
6518,Microcephaly,617523,0000252,D008831,0080312
6519,Astigmatism,617523,0000483,D001251,0080312
6520,Strabismus,617523,0000486,D013285,0080312
6521,Amblyopia,617523,0000646,D000550,0080312
6522,Intellectual disability,617523,0001249,D008607,0080312
6523,Microcephaly,220120,0000252,D008831,0111626
6524,Intellectual disability,220120,0001249,D008607,0111626
6525,Myoclonus,220120,0001336,D009207,0111626
6526,Failure to thrive,220120,0001508,D005183,0111626
6527,Acidosis,220120,0001941,D000138,0111626
6528,Microcephaly,616211,0000252,D008831,0080452
6529,Retinal degeneration,616211,0000546,D012162,0080452
6530,Optic atrophy,616211,0000648,D009896,0080452
6531,Hypokinesia,616211,0002375,D018476,0080452
6532,Microcephaly,278800,0000252,D008831,0112158
6533,Keratitis,278800,0000491,D007634,0112158
6534,Conjunctivitis,278800,0000509,D003231,0112158
6535,Photophobia,278800,0000613,D020795,0112158
6536,Entropion,278800,0000621,D004774,0112158
6537,Ectropion,278800,0000656,D004483,0112158
6538,Intellectual disability,278800,0001249,D008607,0112158
6539,Ataxia,278800,0001251,D001259,0112158
6540,Chorea,278800,0002072,D002819,0112158
6541,Melanoma,278800,0002861,D008545,0112158
6542,Microcephaly,618201,0000252,D008831,0112204
6543,Myoclonus,618201,0001336,D009207,0112204
6544,Failure to thrive,618201,0001508,D005183,0112204
6545,Dyspnea,618201,0002094,D004417,0112204
6546,Status epilepticus,618201,0002133,D013226,0112204
6547,Microcephaly,616647,0000252,D008831,0080458
6548,Cataract,616647,0000518,D002386,0080458
6549,Tremor,616647,0001337,D014202,0080458
6550,Status epilepticus,616647,0002133,D013226,0080458
6551,Microcephaly,616716,0000252,D008831,0110854
6552,Cataract,616716,0000518,D002386,0110854
6553,Intellectual disability,616716,0001249,D008607,0110854
6554,Muscle weakness,616716,0001324,D018908,0110854
6555,Talipes,616716,0001883,D000070558,0110854
6556,Asthma,616716,0002099,D001249,0110854
6557,Status epilepticus,616716,0002133,D013226,0110854
6558,Scoliosis,616716,0002650,D012600,0110854
6559,Coxa vara,616716,0002812,D060905,0110854
6560,Microcephaly,608233,0000252,D008831,0060540
6561,Otitis media,608233,0000388,D010033,0060540
6562,Strabismus,608233,0000486,D013285,0060540
6563,Photophobia,608233,0000613,D020795,0060540
6564,Periodontitis,608233,0000704,D010518,0060540
6565,Albinism,608233,0001022,D000417,0060540
6566,Intellectual disability,608233,0001249,D008607,0060540
6567,Splenomegaly,608233,0001744,D013163,0060540
6568,Thrombocytopenia,608233,0001873,D013921,0060540
6569,Neutropenia,608233,0001875,D009503,0060540
6570,Gastroesophageal reflux,608233,0002020,D005764,0060540
6571,Pneumonia,608233,0002090,D011014,0060540
6572,Pulmonary fibrosis,608233,0002206,D011658,0060540
6573,Hepatomegaly,608233,0002240,D006529,0060540
6574,Microcephaly,618379,0000252,D008831,0112209
6575,Cataract,618379,0000518,D002386,0112209
6576,Intellectual disability,618379,0001249,D008607,0112209
6577,Failure to thrive,618379,0001508,D005183,0112209
6578,Hernia,618379,0100790,D006547,0112209
6579,Scoliosis,618379,0002650,D012600,0112209
6580,Microcephaly,614959,0000252,D008831,0080439
6581,Status epilepticus,614959,0002133,D013226,0080439
6582,Gliosis,614959,0002171,D005911,0080439
6583,Microcephaly,606812,0000252,D008831,0111261
6584,Hypertelorism,606812,0000316,D006972,0111261
6585,Optic atrophy,606812,0000648,D009896,0111261
6586,Pallor,606812,0000980,D010167,0111261
6587,Intellectual disability,606812,0001249,D008607,0111261
6588,Agenesis of corpus callosum,606812,0001274,D061085,0111261
6589,Cholestasis,606812,0001396,D002779,0111261
6590,Failure to thrive,606812,0001508,D005183,0111261
6591,Polycythemia,606812,0001901,D011086,0111261
6592,Acidosis,606812,0001941,D000138,0111261
6593,Polymicrogyria,606812,0002126,D065706,0111261
6594,Status epilepticus,606812,0002133,D013226,0111261
6595,Hyperbilirubinemia,606812,0002904,D006932,0111261
6596,Microcephaly,611603,0000252,D008831,0112232
6597,Intellectual disability,611603,0001249,D008607,0112232
6598,Ataxia,611603,0001251,D001259,0112232
6599,Agenesis of corpus callosum,611603,0001274,D061085,0112232
6600,Cerebellar hypoplasia,611603,0001321,C562568,0112232
6601,Lissencephaly,611603,0001339,D054082,0112232
6602,Polymicrogyria,611603,0002126,D065706,0112232
6603,Microcephaly,607208,0000252,D008831,0080422
6604,Intellectual disability,607208,0001249,D008607,0080422
6605,Ataxia,607208,0001251,D001259,0080422
6606,Status epilepticus,607208,0002133,D013226,0080422
6607,Microcephaly,614558,0000252,D008831,0080445
6608,Intellectual disability,614558,0001249,D008607,0080445
6609,Microcephaly,617664,0000252,D008831,0111492
6610,Strabismus,617664,0000486,D013285,0111492
6611,Exotropia,617664,0000577,D005099,0111492
6612,Optic atrophy,617664,0000648,D009896,0111492
6613,Dystonia,617664,0001332,D004421,0111492
6614,Acidosis,617664,0001941,D000138,0111492
6615,Constipation,617664,0002019,D003248,0111492
6616,Gastroesophageal reflux,617664,0002020,D005764,0111492
6617,Chorea,617664,0002072,D002819,0111492
6618,Scoliosis,617664,0002650,D012600,0111492
6619,Kyphosis,617664,0002808,D007738,0111492
6620,Microcephaly,615673,0000252,D008831,0111335
6621,Ophthalmoplegia,615673,0000602,D009886,0111335
6622,Optic atrophy,615673,0000648,D009896,0111335
6623,Ataxia,615673,0001251,D001259,0111335
6624,Muscle weakness,615673,0001324,D018908,0111335
6625,Dystonia,615673,0001332,D004421,0111335
6626,Tremor,615673,0001337,D014202,0111335
6627,Chorea,615673,0002072,D002819,0111335
6628,Microcephaly,309541,0000252,D008831,0111814
6629,Intellectual disability,309541,0001249,D008607,0111814
6630,Failure to thrive,309541,0001508,D005183,0111814
6631,Chorea,309541,0002072,D002819,0111814
6632,Homocystinuria,309541,0002156,D006712,0111814
6633,Athetosis,309541,0002305,D001264,0111814
6634,Methylmalonic acidemia,309541,0002912,C537358,0111814
6635,Microcephaly,610377,0000252,D008831,0050452
6636,Cataract,610377,0000518,D002386,0050452
6637,Edema,610377,0000969,D004487,0050452
6638,Ataxia,610377,0001251,D001259,0050452
6639,Dysarthria,610377,0001260,D004401,0050452
6640,Failure to thrive,610377,0001508,D005183,0050452
6641,Splenomegaly,610377,0001744,D013163,0050452
6642,Thrombocytopenia,610377,0001873,D013921,0050452
6643,Anemia,610377,0001903,D000740,0050452
6644,Leukocytosis,610377,0001974,D007964,0050452
6645,Vomiting,610377,0002013,D014839,0050452
6646,Diarrhea,610377,0002014,D003967,0050452
6647,Hepatomegaly,610377,0002240,D006529,0050452
6648,Agenesis of cerebellar vermis,610377,0002335,C536293,0050452
6649,Scoliosis,610377,0002650,D012600,0050452
6650,Lymphadenopathy,610377,0002716,D000072281,0050452
6651,Kyphosis,610377,0002808,D007738,0050452
6652,Arthralgia,610377,0002829,D018771,0050452
6653,Pain,610377,0012531,D010146,0050452
6654,Microcephaly,617105,0000252,D008831,0080442
6655,Intellectual disability,617105,0001249,D008607,0080442
6656,Lethargy,617105,0001254,D053609,0080442
6657,Scoliosis,617105,0002650,D012600,0080442
6658,Kyphosis,617105,0002808,D007738,0080442
6659,Microcephaly,261600,0000252,D008831,9281
6660,Cataract,261600,0000518,D002386,9281
6661,Depression,261600,0000716,D003863,9281
6662,Anxiety,261600,0000739,D001007,9281
6663,Self-mutilation,261600,0000742,D012652,9281
6664,Eczema,261600,0000964,D004485,9281
6665,Intellectual disability,261600,0001249,D008607,9281
6666,Self-injurious behavior,261600,0100716,D016728,9281
6667,Microcephaly,617954,0000252,D008831,0070332
6668,Intellectual disability,617954,0001249,D008607,0070332
6669,Ataxia,617954,0001251,D001259,0070332
6670,Muscle weakness,617954,0001324,D018908,0070332
6671,Dystonia,617954,0001332,D004421,0070332
6672,Failure to thrive,617954,0001508,D005183,0070332
6673,Acidosis,617954,0001941,D000138,0070332
6674,Microcephaly,611182,0000252,D008831,0070260
6675,Strabismus,611182,0000486,D013285,0070260
6676,Esotropia,611182,0000565,D004948,0070260
6677,Intellectual disability,611182,0001249,D008607,0070260
6678,Ataxia,611182,0001251,D001259,0070260
6679,Failure to thrive,611182,0001508,D005183,0070260
6680,Talipes,611182,0001883,D000070558,0070260
6681,Status epilepticus,611182,0002133,D013226,0070260
6682,Scoliosis,611182,0002650,D012600,0070260
6683,Coxa valga,611182,0002673,D060906,0070260
6684,Hepatitis,611182,0012115,D006505,0070260
6685,Microcephaly,615182,0000252,D008831,0111619
6686,Cerebellar hypoplasia,615182,0001321,C562568,0111619
6687,Respiratory insufficiency,615182,0002093,D012131,0111619
6688,Dyspnea,615182,0002094,D004417,0111619
6689,Hepatomegaly,615182,0002240,D006529,0111619
6690,Microcephaly,616342,0000252,D008831,0112231
6691,Edema,616342,0000969,D004487,0112231
6692,Lymphedema,616342,0001004,D008209,0112231
6693,Hirsutism,616342,0001007,D006628,0112231
6694,Agenesis of corpus callosum,616342,0001274,D061085,0112231
6695,Cerebellar hypoplasia,616342,0001321,C562568,0112231
6696,Lissencephaly,616342,0001339,D054082,0112231
6697,Microcephaly,615338,0000252,D008831,0080449
6698,Optic atrophy,615338,0000648,D009896,0080449
6699,Dystonia,615338,0001332,D004421,0080449
6700,Myoclonus,615338,0001336,D009207,0080449
6701,Status epilepticus,615338,0002133,D013226,0080449
6702,Microcephaly,610832,0000252,D008831,0111094
6703,Hypertelorism,610832,0000316,D006972,0111094
6704,Pancytopenia,610832,0001876,D010198,0111094
6705,Medulloblastoma,610832,0002885,D008527,0111094
6706,Neuroblastoma,610832,0003006,D009447,0111094
6707,Chromosome breakage,610832,0040012,D019457,0111094
6708,Microcephaly,618468,0000252,D008831,0112212
6709,Intellectual disability,618468,0001249,D008607,0112212
6710,Microcephaly,612390,0000252,D008831,0060269
6711,Cerebellar hypoplasia,612390,0001321,C562568,0060269
6712,Dystonia,612390,0001332,D004421,0060269
6713,Chorea,612390,0002072,D002819,0060269
6714,Microcephaly,608027,0000252,D008831,0060272
6715,Optic atrophy,608027,0000648,D009896,0060272
6716,Cerebellar hypoplasia,608027,0001321,C562568,0060272
6717,Muscle weakness,608027,0001324,D018908,0060272
6718,Microcephaly,617255,0000252,D008831,0112233
6719,Cataract,617255,0000518,D002386,0112233
6720,Optic atrophy,617255,0000648,D009896,0112233
6721,Intellectual disability,617255,0001249,D008607,0112233
6722,Lissencephaly,617255,0001339,D054082,0112233
6723,Talipes,617255,0001883,D000070558,0112233
6724,Encephalocele,617255,0002084,D004677,0112233
6725,Polymicrogyria,617255,0002126,D065706,0112233
6726,Microcephaly,615866,0000252,D008831,0070057
6727,Hypertrichosis,615866,0000998,D006983,0070057
6728,Intellectual disability,615866,0001249,D008607,0070057
6729,Microcephaly,614969,0000252,D008831,0060276
6730,Optic atrophy,614969,0000648,D009896,0060276
6731,Cerebellar hypoplasia,614969,0001321,C562568,0060276
6732,Myoclonus,614969,0001336,D009207,0060276
6733,Apnea,614969,0002104,D001049,0060276
6734,Paraplegia,614969,0010550,D010264,0060276
6735,Microcephaly,615160,0000252,D008831,0080114
6736,Acidosis,615160,0001941,D000138,0080114
6737,Hypoglycemia,615160,0001943,D007003,0080114
6738,Hyperammonemia,615160,0001987,D022124,0080114
6739,Vomiting,615160,0002013,D014839,0080114
6740,Azotemia,615160,0002157,D053099,0080114
6741,Tachypnea,615160,0002789,D059246,0080114
6742,Microcephaly,616268,0000252,D008831,0070062
6743,Retrognathia,616268,0000278,D063173,0070062
6744,Facial asymmetry,616268,0000324,D005146,0070062
6745,Astigmatism,616268,0000483,D001251,0070062
6746,Strabismus,616268,0000486,D013285,0070062
6747,Conjunctivitis,616268,0000509,D003231,0070062
6748,Myopia,616268,0000545,D009216,0070062
6749,Amblyopia,616268,0000646,D000550,0070062
6750,Edema,616268,0000969,D004487,0070062
6751,Syndactyly,616268,0001159,D013576,0070062
6752,Intellectual disability,616268,0001249,D008607,0070062
6753,Plagiocephaly,616268,0001357,D059041,0070062
6754,Respiratory insufficiency,616268,0002093,D012131,0070062
6755,Dyspnea,616268,0002094,D004417,0070062
6756,Genu valgum,616268,0002857,D056304,0070062
6757,Genu varum,616268,0002970,D056305,0070062
6758,Microcephaly,611943,0000252,D008831,0090113
6759,Ataxia,611943,0001251,D001259,0090113
6760,Pulmonary fibrosis,611943,0002206,D011658,0090113
6761,Mastoiditis,601457,0000265,D008417,0090013
6763,Otitis media,601457,0000388,D010033,0090013
6765,Conjunctivitis,601457,0000509,D003231,0090013
6767,Meningitis,601457,0001287,D008581,0090013
6769,Arthritis,601457,0001369,D001168,0090013
6771,Failure to thrive,601457,0001508,D005183,0090013
6773,Lymphopenia,601457,0001888,D008231,0090013
6775,Diarrhea,601457,0002014,D003967,0090013
6777,Pneumonia,601457,0002090,D011014,0090013
6779,Severe combined immunodeficiency,601457,0004430,D016511,0090013
6781,T lymphocytopenia,601457,0005403,C536783,0090013
6783,Rhinitis,601457,0012384,D012220,0090013
6785,Retrognathia,617926,0000278,D063173,0080289
6786,Cleft lip,617926,0410030,D002971,0080289
6787,Tetralogy of Fallot,617926,0001636,D013771,0080289
6788,Polydactyly,617926,0010442,D017689,0080289
6789,Retrognathia,154700,0000278,D063173,14323
6790,Astigmatism,154700,0000483,D001251,14323
6791,Strabismus,154700,0000486,D013285,14323
6792,Glaucoma,154700,0000501,D005901,14323
6793,Cataract,154700,0000518,D002386,14323
6794,Retinal detachment,154700,0000541,D012163,14323
6795,Myopia,154700,0000545,D009216,14323
6796,Esotropia,154700,0000565,D004948,14323
6797,Exotropia,154700,0000577,D005099,14323
6798,Pectus carinatum,154700,0000768,D066166,14323
6799,Striae distensae,154700,0001065,D057896,14323
6800,Ectopia lentis,154700,0001083,D004479,14323
6801,Arachnodactyly,154700,0001166,D054119,14323
6802,Arthritis,154700,0001369,D001168,14323
6803,Mitral valve prolapse,154700,0001634,D008945,14323
6804,Tricuspid valve prolapse,154700,0001704,D014263,14323
6805,Talipes,154700,0001883,D000070558,14323
6806,Emphysema,154700,0002097,D004646,14323
6807,Pneumothorax,154700,0002107,D011030,14323
6808,Hernia,154700,0100790,D006547,14323
6809,Scoliosis,154700,0002650,D012600,14323
6810,Osteoarthritis,154700,0002758,D010003,14323
6811,Kyphosis,154700,0002808,D007738,14323
6812,Spondylolisthesis,154700,0003302,D013168,14323
6813,Incisional hernia,154700,0004872,D000069290,14323
6814,Aortic aneurysm,154700,0004942,D001014,14323
6815,Microspherophakia,154700,0030961,C563255,14323
6816,Retrognathia,300280,0000278,D063173,0112148
6817,Hypertrichosis,300280,0000998,D006983,0112148
6818,Hallux valgus,300280,0001822,D006215,0112148
6819,Facial hypertrichosis,300280,0002219,C565029,0112148
6820,Scoliosis,300280,0002650,D012600,0112148
6821,Kyphosis,300280,0002808,D007738,0112148
6822,Hip dislocation,300280,0002827,D006617,0112148
6823,Retrognathia,236500,0000278,D063173,0080327
6824,Cutis laxa,236500,0000973,D003483,0080327
6825,Brachydactyly,236500,0001156,D059327,0080327
6826,Syndactyly,236500,0001159,D013576,0080327
6827,Cerebellar hypoplasia,236500,0001321,C562568,0080327
6828,Oligohydramnios,236500,0001562,D016104,0080327
6829,Talipes,236500,0001883,D000070558,0080327
6830,Anencephaly,236500,0002323,D000757,0080327
6831,Hydranencephaly,236500,0002324,D006832,0080327
6832,Stillbirth,236500,0003826,D050497,0080327
6833,Retrognathia,301032,0000278,D063173,0111838
6834,Telecanthus,301032,0000506,C562941,0111838
6835,Hemangioma,301032,0001028,D006391,0111838
6836,Intellectual disability,301032,0001249,D008607,0111838
6837,Constipation,301032,0002019,D003248,0111838
6838,Gastroesophageal reflux,301032,0002020,D005764,0111838
6839,Nevus,301032,0003764,D009506,0111838
6840,Retrognathia,606056,0000278,D063173,0070254
6841,Blepharophimosis,606056,0000581,D016569,0070254
6842,Optic atrophy,606056,0000648,D009896,0070254
6843,Hepatomegaly,606056,0002240,D006529,0070254
6844,Scoliosis,606056,0002650,D012600,0070254
6845,Hypoventilation,606056,0002791,D007040,0070254
6846,Retrognathia,618853,0000278,D063173,0080963
6847,Cutis laxa,618853,0000973,D003483,0080963
6848,Brachydactyly,618853,0001156,D059327,0080963
6849,Plagiocephaly,618853,0001357,D059041,0080963
6850,Gastroesophageal reflux,618853,0002020,D005764,0080963
6851,Spinal cord compression,618853,0002176,D013117,0080963
6852,Scoliosis,618853,0002650,D012600,0080963
6853,Kyphosis,618853,0002808,D007738,0080963
6854,Genu valgum,618853,0002857,D056304,0080963
6855,Retrognathia,617563,0000278,D063173,0080254
6856,Intellectual disability,617563,0001249,D008607,0080254
6857,Ataxia,617563,0001251,D001259,0080254
6858,Apnea,617563,0002104,D001049,0080254
6859,Hernia,617563,0100790,D006547,0080254
6860,Polydactyly,617563,0010442,D017689,0080254
6861,Retrognathia,614069,0000278,D063173,0090009
6862,Hypertelorism,614069,0000316,D006972,0090009
6863,Intellectual disability,614069,0001249,D008607,0090009
6864,Pneumonia,614069,0002090,D011014,0090009
6865,Bronchitis,614069,0012387,D001991,0090009
6866,Retrognathia,161800,0000278,D063173,0110927
6867,Muscle weakness,161800,0001324,D018908,0110927
6868,Polyhydramnios,161800,0001561,D006831,0110927
6869,Respiratory insufficiency,161800,0002093,D012131,0110927
6870,Scoliosis,161800,0002650,D012600,0110927
6871,Retrognathia,261515,0000278,D063173,0090031
6872,Hypertelorism,261515,0000316,D006972,0090031
6873,Strabismus,261515,0000486,D013285,0090031
6874,Adrenal insufficiency,261515,0000846,D000309,0090031
6875,Cholestasis,261515,0001396,D002779,0090031
6876,Failure to thrive,261515,0001508,D005183,0090031
6877,Ascites,261515,0001541,D001201,0090031
6878,Polyhydramnios,261515,0001561,D006831,0090031
6879,Splenomegaly,261515,0001744,D013163,0090031
6880,Talipes,261515,0001883,D000070558,0090031
6881,Ectrodactyly,261515,0100257,C574275,0090031
6882,Polymicrogyria,261515,0002126,D065706,0090031
6883,Gliosis,261515,0002171,D005911,0090031
6884,Hepatomegaly,261515,0002240,D006529,0090031
6885,Hypertelorism,119580,0000316,D006972,0080345
6886,Cleft lip,119580,0410030,D002971,0080345
6887,Choanal atresia,119580,0000453,D002754,0080345
6888,Ectropion,119580,0000656,D004483,0080345
6889,Syndactyly,119580,0001159,D013576,0080345
6890,Hypertelorism,615539,0000316,D006972,0080737
6891,Telecanthus,615539,0000506,C562941,0080737
6892,Arachnodactyly,615539,0001166,D054119,0080737
6893,Muscle weakness,615539,0001324,D018908,0080737
6894,Mitral valve prolapse,615539,0001634,D008945,0080737
6895,Talipes,615539,0001883,D000070558,0080737
6896,Hernia,615539,0100790,D006547,0080737
6897,Arthralgia,615539,0002829,D018771,0080737
6898,Myalgia,615539,0003326,D063806,0080737
6899,Pain,615539,0012531,D010146,0080737
6900,Hypertelorism,271665,0000316,D006972,0112196
6901,Pneumonia,271665,0002090,D011014,0112196
6902,Spinal cord compression,271665,0002176,D013117,0112196
6903,Scoliosis,271665,0002650,D012600,0112196
6904,Syringomyelia,271665,0003396,D013595,0112196
6905,Hypertelorism,618916,0000316,D006972,0112221
6906,Intellectual disability,618916,0001249,D008607,0112221
6907,Scoliosis,618916,0002650,D012600,0112221
6908,Hypertelorism,170100,0000316,D006972,0111540
6909,Jaundice,170100,0000952,D007565,0111540
6910,Eczema,170100,0000964,D004485,0111540
6911,Purpura,170100,0000979,D011693,0111540
6912,Hirsutism,170100,0001007,D006628,0111540
6913,Cholestasis,170100,0001396,D002779,0111540
6914,Failure to thrive,170100,0001508,D005183,0111540
6915,Splenomegaly,170100,0001744,D013163,0111540
6916,Thrombocytopenia,170100,0001873,D013921,0111540
6917,Anemia,170100,0001903,D000740,0111540
6918,Pneumonia,170100,0002090,D011014,0111540
6919,Asthma,170100,0002099,D001249,0111540
6920,Hepatomegaly,170100,0002240,D006529,0111540
6921,Autoimmunity,170100,0002960,D015551,0111540
6922,Skin ulcer,170100,0200042,D012883,0111540
6923,Hypertelorism,117550,0000316,D006972,0112103
6924,Otitis media,117550,0000388,D010033,0112103
6925,Strabismus,117550,0000486,D013285,0112103
6926,Intellectual disability,117550,0001249,D008607,0112103
6927,Agenesis of corpus callosum,117550,0001274,D061085,0112103
6928,Glucose intolerance,117550,0001952,D018149,0112103
6929,Scoliosis,117550,0002650,D012600,0112103
6930,Genu valgum,117550,0002857,D056304,0112103
6931,Hypertelorism,169100,0000316,D006972,0060563
6932,Strabismus,169100,0000486,D013285,0060563
6933,Intellectual disability,169100,0001249,D008607,0060563
6934,Hypertelorism,264470,0000316,D006972,0050797
6935,Strabismus,264470,0000486,D013285,0050797
6936,Optic atrophy,264470,0000648,D009896,0050797
6937,Intellectual disability,264470,0001249,D008607,0050797
6938,Dystonia,264470,0001332,D004421,0050797
6939,Hepatomegaly,264470,0002240,D006529,0050797
6940,Hypertelorism,618580,0000316,D006972,0112216
6941,Triphalangeal thumb,618580,0001199,C573898,0112216
6942,Failure to thrive,618580,0001508,D005183,0112216
6943,Talipes,618580,0001883,D000070558,0112216
6944,Polymicrogyria,618580,0002126,D065706,0112216
6945,Hypertelorism,215140,0000316,D006972,0111588
6946,Edema,215140,0000969,D004487,0111588
6947,Polyhydramnios,215140,0001561,D006831,0111588
6948,Cardiomegaly,215140,0001640,D006332,0111588
6949,Hydrops fetalis,215140,0001789,D015160,0111588
6950,Pleural effusion,215140,0002202,D010996,0111588
6951,Hepatomegaly,215140,0002240,D006529,0111588
6952,Hernia,215140,0100790,D006547,0111588
6953,Stillbirth,215140,0003826,D050497,0111588
6954,Polydactyly,215140,0010442,D017689,0111588
6955,Hypertelorism,614300,0000316,D006972,0111038
6956,Cholestasis,614300,0001396,D002779,0111038
6957,Failure to thrive,614300,0001508,D005183,0111038
6958,Hyperbilirubinemia,614300,0002904,D006932,0111038
6959,Hypermethioninemia,614300,0003235,C564683,0111038
6960,Hypertelorism,617757,0000316,D006972,0080278
6961,Intellectual disability,617757,0001249,D008607,0080278
6962,Ataxia,617757,0001251,D001259,0080278
6963,Dysarthria,617757,0001260,D004401,0080278
6964,Polymicrogyria,617757,0002126,D065706,0080278
6965,Polydactyly,617757,0010442,D017689,0080278
6966,Hypertelorism,613706,0000316,D006972,0060585
6967,Strabismus,613706,0000486,D013285,0060585
6968,Pectus carinatum,613706,0000768,D066166,0060585
6969,Hyperhidrosis,613706,0000975,D006945,0060585
6970,Intellectual disability,613706,0001249,D008607,0060585
6971,Scoliosis,613706,0002650,D012600,0060585
6972,Melanoma,613706,0002861,D008545,0060585
6973,Nevus,613706,0003764,D009506,0060585
6974,Hamartoma,613706,0010566,D006222,0060585
6975,Hypertelorism,600002,0000316,D006972,0111732
6976,Brachydactyly,600002,0001156,D059327,0111732
6977,Arnold-Chiari malformation,600002,0002308,D001139,0111732
6978,Hypertelorism,217085,0000316,D006972,0111591
6979,Syndactyly,217085,0001159,D013576,0111591
6980,Polydactyly,217085,0010442,D017689,0111591
6981,Hypertelorism,618499,0000316,D006972,0112169
6982,Cutis laxa,618499,0000973,D003483,0112169
6983,Hypertelorism,602482,0000316,D006972,0110122
6984,Glaucoma,602482,0000501,D005901,0110122
6985,Cerebellar hypoplasia,602482,0001321,C562568,0110122
6986,Ectopia pupillae,602482,0009918,C536185,0110122
6987,Hypertelorism,301026,0000316,D006972,0111842
6988,Brachydactyly,301026,0001156,D059327,0111842
6989,Intellectual disability,301026,0001249,D008607,0111842
6990,Hypertelorism,614305,0000316,D006972,0060757
6991,Facial asymmetry,614305,0000324,D005146,0060757
6992,Syndactyly,614305,0001159,D013576,0060757
