,HPO_ID,hpo,node_id,node_name,HPO_LABEL,disease_id,OMIM,DOID
16673,HP:0001643,Patent ductus arteriosus,C0013274,Patent ductus arteriosus,Patent ductus arteriosus,OMIM:147750,147750,0111381
16674,HP:0001643,Patent ductus arteriosus,DOID:13832,patent ductus arteriosus,Patent ductus arteriosus,OMIM:147750,147750,0111381
16675,HP:0002023,Anal atresia,C0003466,Anal atresia,Anal atresia,OMIM:147750,147750,0111381
16676,HP:0001974,Leukocytosis,C0023518,Leukocytosis,Leukocytosis,OMIM:147750,147750,0111381
16677,HP:0100590,Rectal fistula,C0034884,Rectal fistula,Rectal fistula,OMIM:147750,147750,0111381
16678,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:615731,615731,0110929
16679,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:615731,615731,0110929
16680,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,OMIM:615731,615731,0110929
16681,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:615731,615731,0110929
16682,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:615731,615731,0110929
16683,HP:0001623,Breech presentation,C0006157,Breech presentation,Breech presentation,OMIM:615731,615731,0110929
16684,HP:0002093,Respiratory insufficiency,C0035229,Respiratory insufficiency,Respiratory insufficiency,OMIM:615731,615731,0110929
16685,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:616202,616202,0080898
16686,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:616202,616202,0080898
16687,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:616202,616202,0080898
16688,HP:0001321,Cerebellar hypoplasia,DOID:0070338,cerebellar hypoplasia,Cerebellar hypoplasia,OMIM:616202,616202,0080898
16689,HP:0001601,Laryngomalacia,DOID:0080833,laryngomalacia,Laryngomalacia,OMIM:616202,616202,0080898
16690,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:616202,616202,0080898
16691,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:616202,616202,0080898
16692,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:616202,616202,0080898
16693,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:616202,616202,0080898
16694,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:114290,114290,0050463
16695,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:114290,114290,0050463
16696,HP:0000581,Blepharophimosis,DOID:10348,blepharophimosis,Blepharophimosis,OMIM:114290,114290,0050463
16697,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:114290,114290,0050463
16698,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:114290,114290,0050463
16699,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:114290,114290,0050463
16700,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:114290,114290,0050463
16701,HP:0000238,Hydrocephalus,C0020255,Hydrocephalus,Hydrocephalus,OMIM:114290,114290,0050463
16702,HP:0000238,Hydrocephalus,DOID:10908,hydrocephalus,Hydrocephalus,OMIM:114290,114290,0050463
16703,HP:0001508,Failure to thrive,C0015544,Failure to thrive,Failure to thrive,OMIM:114290,114290,0050463
16704,HP:0001508,Failure to thrive,D005183,Failure to Thrive,Failure to thrive,OMIM:114290,114290,0050463
16705,HP:0002104,Apnea,D001049,Apnea,Apnea,OMIM:114290,114290,0050463
16706,HP:0001883,Talipes,C1301937,Talipes,Talipes,OMIM:114290,114290,0050463
16707,HP:0002779,Tracheomalacia,DOID:0060313,tracheomalacia,Tracheomalacia,OMIM:114290,114290,0050463
16708,HP:0002098,Respiratory distress,C0476273,Respiratory distress,Respiratory distress,OMIM:114290,114290,0050463
16709,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,OMIM:114290,114290,0050463
16710,HP:0000126,Hydronephrosis,C0020295,Hydronephrosis,Hydronephrosis,OMIM:114290,114290,0050463
16711,HP:0000126,Hydronephrosis,DOID:11111,hydronephrosis,Hydronephrosis,OMIM:114290,114290,0050463
16712,HP:0001561,Polyhydramnios,C0020224,Polyhydramnios,Polyhydramnios,OMIM:114290,114290,0050463
16713,HP:0001561,Polyhydramnios,DOID:8488,polyhydramnios,Polyhydramnios,OMIM:114290,114290,0050463
16714,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:114290,114290,0050463
16715,HP:0002094,Dyspnea,D004417,Dyspnea,Dyspnea,OMIM:114290,114290,0050463
16716,HP:0002827,Hip dislocation,C0019554,Hip dislocation,Hip dislocation,OMIM:114290,114290,0050463
16717,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:218000,218000,0090003
16718,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:218000,218000,0090003
16719,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:218000,218000,0090003
16720,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,OMIM:218000,218000,0090003
16721,HP:0001284,Areflexia,C0234146,Areflexia,Areflexia,OMIM:218000,218000,0090003
16722,HP:0001271,Polyneuropathy,C0152025,Polyneuropathy,Polyneuropathy,OMIM:218000,218000,0090003
16723,HP:0001271,Polyneuropathy,DOID:1389,polyneuropathy,Polyneuropathy,OMIM:218000,218000,0090003
16724,HP:0011947,Respiratory tract infection,C0035243,Respiratory tract infection,Respiratory tract infection,OMIM:218000,218000,0090003
16725,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,OMIM:218000,218000,0090003
16726,HP:0001159,Syndactyly,C0039075,Syndactyly,Syndactyly,OMIM:218000,218000,0090003
16727,HP:0001159,Syndactyly,DOID:11193,syndactyly,Syndactyly,OMIM:218000,218000,0090003
16728,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:218000,218000,0090003
16729,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:218000,218000,0090003
16730,HP:0006824,Cranial nerve paralysis,C0151311,Cranial nerve paralysis,Cranial nerve paralysis,OMIM:218000,218000,0090003
16731,HP:0001337,Tremor,C0040822,Tremor,Tremor,OMIM:218000,218000,0090003
16732,HP:0001337,Tremor,D014202,Tremor,Tremor,OMIM:218000,218000,0090003
16733,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:113000,113000,0110969
16734,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:113000,113000,0110969
16735,HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Brachydactyly,OMIM:113000,113000,0110969
16736,HP:0001629,Ventricular septal defect,C0018818,Ventricular septal defect,Ventricular septal defect,OMIM:113000,113000,0110969
16737,HP:0001629,Ventricular septal defect,DOID:1657,ventricular septal defect,Ventricular septal defect,OMIM:113000,113000,0110969
16738,HP:0001159,Syndactyly,C0039075,Syndactyly,Syndactyly,OMIM:113000,113000,0110969
16739,HP:0001159,Syndactyly,DOID:11193,syndactyly,Syndactyly,OMIM:113000,113000,0110969
16740,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:607831,607831,0110167
16742,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:607831,607831,0110167
16744,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,OMIM:607831,607831,0110167
16746,HP:0001284,Areflexia,C0234146,Areflexia,Areflexia,OMIM:607831,607831,0110167
16748,HP:0001883,Talipes,C1301937,Talipes,Talipes,OMIM:607831,607831,0110167
16750,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:607831,607831,0110167
16752,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:615284,615284,0110194
16753,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:615284,615284,0110194
16754,HP:0000602,Ophthalmoplegia,C0029089,Ophthalmoplegia,Ophthalmoplegia,OMIM:615284,615284,0110194
16755,HP:0000602,Ophthalmoplegia,D009886,Ophthalmoplegia,Ophthalmoplegia,OMIM:615284,615284,0110194
16756,HP:0000602,Ophthalmoplegia,DOID:539,ophthalmoplegia,Ophthalmoplegia,OMIM:615284,615284,0110194
16757,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,OMIM:615284,615284,0110194
16758,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,OMIM:615284,615284,0110194
16759,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,OMIM:615284,615284,0110194
16760,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,OMIM:615284,615284,0110194
16761,HP:0001284,Areflexia,C0234146,Areflexia,Areflexia,OMIM:615284,615284,0110194
16762,HP:0001159,Syndactyly,C0039075,Syndactyly,Syndactyly,OMIM:615284,615284,0110194
16763,HP:0001159,Syndactyly,DOID:11193,syndactyly,Syndactyly,OMIM:615284,615284,0110194
16764,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:615284,615284,0110194
16765,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:615284,615284,0110194
16766,HP:0000020,Urinary incontinence,C0042024,Urinary incontinence,Urinary incontinence,OMIM:615284,615284,0110194
16767,HP:0000020,Urinary incontinence,D014549,Urinary Incontinence,Urinary incontinence,OMIM:615284,615284,0110194
16768,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:615284,615284,0110194
16769,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:615284,615284,0110194
16770,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:616668,616668,0110176
16771,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:616668,616668,0110176
16772,HP:0100543,Cognitive impairment,C0338656,Cognitive impairment,Cognitive impairment,OMIM:616668,616668,0110176
16773,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,OMIM:616668,616668,0110176
16774,HP:0001284,Areflexia,C0234146,Areflexia,Areflexia,OMIM:616668,616668,0110176
16775,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:616668,616668,0110176
16776,HP:0001337,Tremor,C0040822,Tremor,Tremor,OMIM:616668,616668,0110176
16777,HP:0001337,Tremor,D014202,Tremor,Tremor,OMIM:616668,616668,0110176
16778,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:614851,614851,0070011
16779,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:614851,614851,0070011
16780,HP:0001385,Hip dysplasia,C1328407,Hip dysplasia,Hip dysplasia,OMIM:614851,614851,0070011
16781,HP:0000141,Amenorrhea,DOID:13938,amenorrhea,Amenorrhea,OMIM:614851,614851,0070011
16782,HP:0000821,Hypothyroidism,C0020676,Hypothyroidism,Hypothyroidism,OMIM:614851,614851,0070011
16783,HP:0000821,Hypothyroidism,DOID:1459,hypothyroidism,Hypothyroidism,OMIM:614851,614851,0070011
16784,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:614851,614851,0070011
16785,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:614851,614851,0070011
16786,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:614851,614851,0070011
16787,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:614851,614851,0070011
16788,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:131300,131300,4997
16789,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:131300,131300,4997
16790,HP:0000651,Diplopia,C0012569,Diplopia,Diplopia,OMIM:131300,131300,4997
16791,HP:0000651,Diplopia,D004172,Diplopia,Diplopia,OMIM:131300,131300,4997
16792,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,OMIM:131300,131300,4997
16793,HP:0012531,Pain,C0030193,Pain,Pain,OMIM:131300,131300,4997
16794,HP:0012531,Pain,D010146,Pain,Pain,OMIM:131300,131300,4997
16795,HP:0001324,Muscle weakness,D018908,Muscle Weakness,Muscle weakness,OMIM:131300,131300,4997
16796,HP:0002315,Headache,C0018681,Headache,Headache,OMIM:131300,131300,4997
16797,HP:0002315,Headache,D006261,Headache,Headache,OMIM:131300,131300,4997
16798,HP:0000823,Delayed puberty,C0034012,Delayed puberty,Delayed puberty,OMIM:131300,131300,4997
16799,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,OMIM:131300,131300,4997
16800,HP:0001903,Anemia,DOID:2355,anemia,Anemia,OMIM:131300,131300,4997
16801,HP:0002857,Genu valgum,C0576093,Genu valgum,Genu valgum,OMIM:131300,131300,4997
16802,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:300280,300280,0112148
16803,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:300280,300280,0112148
16804,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,OMIM:300280,300280,0112148
16805,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:300280,300280,0112148
16806,HP:0000998,Hypertrichosis,C0020555,Hypertrichosis,Hypertrichosis,OMIM:300280,300280,0112148
16807,HP:0000998,Hypertrichosis,DOID:420,hypertrichosis,Hypertrichosis,OMIM:300280,300280,0112148
16808,HP:0001714,Ventricular hypertrophy,C0340279,Ventricular hypertrophy,Ventricular hypertrophy,OMIM:300280,300280,0112148
16809,HP:0001373,Joint dislocation,C0012691,Joint dislocation,Joint dislocation,OMIM:300280,300280,0112148
16810,HP:0001638,Cardiomyopathy,C0878544,Cardiomyopathy,Cardiomyopathy,OMIM:300280,300280,0112148
16811,HP:0001638,Cardiomyopathy,DOID:0050700,cardiomyopathy,Cardiomyopathy,OMIM:300280,300280,0112148
16812,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:300280,300280,0112148
16813,HP:0002827,Hip dislocation,C0019554,Hip dislocation,Hip dislocation,OMIM:300280,300280,0112148
16814,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:218600,218600,0050654
16815,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:218600,218600,0050654
16816,HP:0002414,Spina bifida,C0080178,Spina bifida,Spina bifida,OMIM:218600,218600,0050654
16817,HP:0002414,Spina bifida,DOID:0080016,spina bifida,Spina bifida,OMIM:218600,218600,0050654
16818,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,OMIM:218600,218600,0050654
16819,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,OMIM:218600,218600,0050654
16820,HP:0000369,Low-set ears,C0239234,Low set ears,Low-set ears,OMIM:218600,218600,0050654
16821,HP:0001028,Hemangioma,DOID:255,hemangioma,Hemangioma,OMIM:218600,218600,0050654
16822,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:218600,218600,0050654
16823,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:218600,218600,0050654
16824,HP:0000238,Hydrocephalus,C0020255,Hydrocephalus,Hydrocephalus,OMIM:218600,218600,0050654
16825,HP:0000238,Hydrocephalus,DOID:10908,hydrocephalus,Hydrocephalus,OMIM:218600,218600,0050654
16826,HP:0001363,Craniosynostosis,C0010278,Craniosynostosis,Craniosynostosis,OMIM:218600,218600,0050654
16827,HP:0001363,Craniosynostosis,DOID:2340,craniosynostosis,Craniosynostosis,OMIM:218600,218600,0050654
16828,HP:0045005,Neural tube defect,C0027794,Neural tube defect,Neural tube defect,OMIM:218600,218600,0050654
16829,HP:0045005,Neural tube defect,DOID:0080074,neural tube defect,Neural tube defect,OMIM:218600,218600,0050654
16830,HP:0003298,Spina bifida occulta,C0080174,Spina bifida occulta,Spina bifida occulta,OMIM:218600,218600,0050654
16831,HP:0003298,Spina bifida occulta,DOID:0080073,spina bifida occulta,Spina bifida occulta,OMIM:218600,218600,0050654
16832,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,OMIM:218600,218600,0050654
16833,HP:0002023,Anal atresia,C0003466,Anal atresia,Anal atresia,OMIM:218600,218600,0050654
16834,HP:0002126,Polymicrogyria,DOID:0080918,polymicrogyria,Polymicrogyria,OMIM:218600,218600,0050654
16835,HP:0000648,Optic atrophy,C0029124,Optic atrophy,Optic atrophy,OMIM:218600,218600,0050654
16836,HP:0000648,Optic atrophy,DOID:5723,optic atrophy,Optic atrophy,OMIM:218600,218600,0050654
16837,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:218600,218600,0050654
16838,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:218600,218600,0050654
16839,HP:0000545,Myopia,C0027092,Myopia,Myopia,OMIM:218600,218600,0050654
16840,HP:0000545,Myopia,DOID:11830,myopia,Myopia,OMIM:218600,218600,0050654
16841,HP:0100590,Rectal fistula,C0034884,Rectal fistula,Rectal fistula,OMIM:218600,218600,0050654
16842,HP:0005306,Capillary hemangioma,DOID:2725,capillary hemangioma,Capillary hemangioma,OMIM:218600,218600,0050654
16843,HP:0000185,Cleft soft palate,DOID:0110214,cleft soft palate,Cleft soft palate,OMIM:218600,218600,0050654
16844,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:615280,615280,0111463
16845,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:615280,615280,0111463
16846,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:615280,615280,0111463
16847,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,OMIM:615280,615280,0111463
16848,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,OMIM:615280,615280,0111463
16849,HP:0002046,Heat intolerance,C0231274,Heat intolerance,Heat intolerance,OMIM:615280,615280,0111463
16850,HP:0000518,Cataract,C0086543,Cataract,Cataract,OMIM:615280,615280,0111463
16851,HP:0000518,Cataract,DOID:83,cataract,Cataract,OMIM:615280,615280,0111463
16852,HP:0001321,Cerebellar hypoplasia,DOID:0070338,cerebellar hypoplasia,Cerebellar hypoplasia,OMIM:615280,615280,0111463
16853,HP:0000639,Nystagmus,C0028738,Nystagmus,Nystagmus,OMIM:615280,615280,0111463
16854,HP:0000508,Ptosis,DOID:0060260,ptosis,Ptosis,OMIM:615280,615280,0111463
16855,HP:0012733,Macule,C0332573,Macule,Macule,OMIM:615280,615280,0111463
16856,HP:0000545,Myopia,C0027092,Myopia,Myopia,OMIM:615280,615280,0111463
16857,HP:0000545,Myopia,DOID:11830,myopia,Myopia,OMIM:615280,615280,0111463
16858,HP:0000975,Hyperhidrosis,C0020458,Hyperhidrosis,Hyperhidrosis,OMIM:615280,615280,0111463
16859,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:617768,617768,0080598
16860,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:617768,617768,0080598
16861,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:617768,617768,0080598
16862,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:617768,617768,0080598
16863,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:617768,617768,0080598
16864,HP:0100716,Self-injurious behavior,C0085271,Self injurious behaviour,Self-injurious behavior,OMIM:617768,617768,0080598
16865,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:617768,617768,0080598
16866,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:617768,617768,0080598
16867,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:617768,617768,0080598
16868,HP:0000185,Cleft soft palate,DOID:0110214,cleft soft palate,Cleft soft palate,OMIM:617768,617768,0080598
16869,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:617768,617768,0080598
16870,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:617768,617768,0080598
16871,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:223800,223800,0111167
16872,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:223800,223800,0111167
16873,HP:0001288,Gait disturbance,C0575081,Gait disturbance,Gait disturbance,OMIM:223800,223800,0111167
16874,HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Brachydactyly,OMIM:223800,223800,0111167
16875,HP:0001883,Talipes,C1301937,Talipes,Talipes,OMIM:223800,223800,0111167
16876,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:223800,223800,0111167
16877,HP:0002857,Genu valgum,C0576093,Genu valgum,Genu valgum,OMIM:223800,223800,0111167
16878,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:223800,223800,0111167
16879,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:223800,223800,0111167
16880,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:117550,117550,0112103
16881,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:117550,117550,0112103
16882,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:117550,117550,0112103
16883,HP:0001631,Atrial septal defect,C0018817,Atrial septal defect,Atrial septal defect,OMIM:117550,117550,0112103
16884,HP:0000486,Strabismus,C0038379,Strabismus,Strabismus,OMIM:117550,117550,0112103
16885,HP:0000486,Strabismus,DOID:540,strabismus,Strabismus,OMIM:117550,117550,0112103
16886,HP:0009726,Renal neoplasm,C0022665,Renal neoplasm,Renal neoplasm,OMIM:117550,117550,0112103
16887,HP:0001629,Ventricular septal defect,C0018818,Ventricular septal defect,Ventricular septal defect,OMIM:117550,117550,0112103
16888,HP:0001629,Ventricular septal defect,DOID:1657,ventricular septal defect,Ventricular septal defect,OMIM:117550,117550,0112103
16889,HP:0001643,Patent ductus arteriosus,C0013274,Patent ductus arteriosus,Patent ductus arteriosus,OMIM:117550,117550,0112103
16890,HP:0001643,Patent ductus arteriosus,DOID:13832,patent ductus arteriosus,Patent ductus arteriosus,OMIM:117550,117550,0112103
16891,HP:0000639,Nystagmus,C0028738,Nystagmus,Nystagmus,OMIM:117550,117550,0112103
16892,HP:0002664,Neoplasm,C0027651,Neoplasm,Neoplasm,OMIM:117550,117550,0112103
16893,HP:0000388,Otitis media,C0029882,Otitis media,Otitis media,OMIM:117550,117550,0112103
16894,HP:0000388,Otitis media,DOID:10754,otitis media,Otitis media,OMIM:117550,117550,0112103
16895,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:117550,117550,0112103
16896,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:117550,117550,0112103
16897,HP:0001347,Hyperreflexia,C0151889,Hyperreflexia,Hyperreflexia,OMIM:117550,117550,0112103
16898,HP:0001952,Glucose intolerance,DOID:10603,glucose intolerance,Glucose intolerance,OMIM:117550,117550,0112103
16899,HP:0002857,Genu valgum,C0576093,Genu valgum,Genu valgum,OMIM:117550,117550,0112103
16900,HP:0002667,Nephroblastoma,DOID:2154,nephroblastoma,Nephroblastoma,OMIM:117550,117550,0112103
16901,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:614608,614608,0070045
16902,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:614608,614608,0070045
16903,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,OMIM:614608,614608,0070045
16904,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:614608,614608,0070045
16905,HP:0000998,Hypertrichosis,C0020555,Hypertrichosis,Hypertrichosis,OMIM:614608,614608,0070045
16906,HP:0000998,Hypertrichosis,DOID:420,hypertrichosis,Hypertrichosis,OMIM:614608,614608,0070045
16907,HP:0001321,Cerebellar hypoplasia,DOID:0070338,cerebellar hypoplasia,Cerebellar hypoplasia,OMIM:614608,614608,0070045
16908,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,OMIM:614608,614608,0070045
16909,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:614608,614608,0070045
16910,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:614608,614608,0070045
16911,HP:0001007,Hirsutism,C0019572,Hirsutism,Hirsutism,OMIM:614608,614608,0070045
16912,HP:0001007,Hirsutism,D006628,Hirsutism,Hirsutism,OMIM:614608,614608,0070045
16913,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:614608,614608,0070045
16914,HP:0000252,Microcephaly,DOID:10907,microcephaly,Microcephaly,OMIM:614608,614608,0070045
16915,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:119600,119600,13994
16916,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:119600,119600,13994
16917,HP:0003302,Spondylolisthesis,DOID:6682,spondylolisthesis,Spondylolisthesis,OMIM:119600,119600,13994
16918,HP:0000175,Cleft palate,C0008925,Cleft palate,Cleft palate,OMIM:119600,119600,13994
16919,HP:0000175,Cleft palate,DOID:674,cleft palate,Cleft palate,OMIM:119600,119600,13994
16920,HP:0001156,Brachydactyly,DOID:0050581,brachydactyly,Brachydactyly,OMIM:119600,119600,13994
16921,HP:0003304,Spondylolysis,DOID:2300,spondylolysis,Spondylolysis,OMIM:119600,119600,13994
16922,HP:0003396,Syringomyelia,DOID:327,syringomyelia,Syringomyelia,OMIM:119600,119600,13994
16923,HP:0002098,Respiratory distress,C0476273,Respiratory distress,Respiratory distress,OMIM:119600,119600,13994
16924,HP:0002093,Respiratory insufficiency,C0035229,Respiratory insufficiency,Respiratory insufficiency,OMIM:119600,119600,13994
16925,HP:0002808,Kyphosis,C0022821,Kyphosis,Kyphosis,OMIM:119600,119600,13994
16926,HP:0002094,Dyspnea,D004417,Dyspnea,Dyspnea,OMIM:119600,119600,13994
16927,HP:0002650,Scoliosis,C0036439,Scoliosis,Scoliosis,OMIM:614609,614609,0070046
16928,HP:0002650,Scoliosis,DOID:0060249,scoliosis,Scoliosis,OMIM:614609,614609,0070046
16929,HP:0000505,Visual impairment,C3665347,Visual impairment,Visual impairment,OMIM:614609,614609,0070046
16930,HP:0001252,Hypotonia,C0026827,Hypotonia,Hypotonia,OMIM:614609,614609,0070046
16931,HP:0000998,Hypertrichosis,C0020555,Hypertrichosis,Hypertrichosis,OMIM:614609,614609,0070046
16932,HP:0000998,Hypertrichosis,DOID:420,hypertrichosis,Hypertrichosis,OMIM:614609,614609,0070046
16933,HP:0001321,Cerebellar hypoplasia,DOID:0070338,cerebellar hypoplasia,Cerebellar hypoplasia,OMIM:614609,614609,0070046
16934,HP:0011458,Abdominal symptom,C0740651,Abdominal symptom,Abdominal symptom,OMIM:614609,614609,0070046
16935,HP:0001249,Intellectual disability,DOID:1059,intellectual disability,Intellectual disability,OMIM:614609,614609,0070046
16936,HP:0001249,Intellectual disability,D008607,Intellectual Disability,Intellectual disability,OMIM:614609,614609,0070046
16937,HP:0001007,Hirsutism,C0019572,Hirsutism,Hirsutism,OMIM:614609,614609,0070046
16938,HP:0001007,Hirsutism,D006628,Hirsutism,Hirsutism,OMIM:614609,614609,0070046
16939,HP:0000252,Microcephaly,C0025958,Microcephaly,Microcephaly,OMIM:614609,614609,0070046
