,HPO_LABEL,ORPHA,HPO,MESH,DOID
10277,Pheochromocytoma,652,0002666,D010673,10017
10282,Osteolysis,652,0002797,D010014,10017
10287,Meningioma,652,0002858,D008579,10017
10292,Ependymoma,652,0002888,D004806,10017
10297,Hypercalcemia,652,0003072,D006934,10017
10302,Peptic ulcer,652,0004398,D010437,10017
10307,Adrenocortical carcinoma,652,0006744,D018268,10017
10312,Glioma,652,0009733,D005910,10017
10317,Hyperpituitarism,652,0010514,D006964,10017
10322,Fibroma,652,0010614,D005350,10017
10327,Insulinoma,652,0012197,D007340,10017
10332,Pain,652,0012531,D010146,10017
10337,Glucagonoma,652,0030404,D005935,10017
10342,Rectovaginal fistula,2307,0000143,D012006,0111381
10343,Strabismus,2307,0000486,D013285,0111381
10344,Triphalangeal thumb,2307,0001199,C573898,0111381
10345,Thrombocytopenia,2307,0001873,D013921,0111381
10346,Leukocytosis,2307,0001974,D007964,0111381
10347,Rectal fistula,2307,0100590,D012003,0111381
10348,Intestinal fistula,2307,0100819,D007412,0111381
10349,Scoliosis,2307,0002650,D012600,0111381
10350,Radioulnar synostosis,2307,0002974,C562408,0111381
10351,Vaginal fistula,2307,0004320,D014624,0111381
10352,Polydactyly,2307,0010442,D017689,0111381
10353,Oral ulcer,811,0000155,D019226,0060479
10357,Sinusitis,811,0000246,D012852,0060479
10361,Diabetes mellitus,811,0000819,D003920,0060479
10365,Eczema,811,0000964,D004485,0060479
10369,Intellectual disability,811,0001249,D008607,0060479
10373,Failure to thrive,811,0001508,D005183,0060479
10377,Exocrine pancreatic insufficiency,811,0001738,D010188,0060479
10381,Thrombocytopenia,811,0001873,D013921,0060479
10385,Neutropenia,811,0001875,D009503,0060479
10389,Pancytopenia,811,0001876,D010198,0060479
10393,Leukopenia,811,0001882,D007970,0060479
10397,Anemia,811,0001903,D000740,0060479
10401,Leukemia,811,0001909,D007938,0060479
10405,Glucose intolerance,811,0001952,D018149,0060479
10409,Pneumonia,811,0002090,D011014,0060479
10413,Hepatomegaly,811,0002240,D006529,0060479
10417,Sepsis,811,0100806,D018805,0060479
10421,Steatorrhea,811,0002570,D045602,0060479
10425,Osteomyelitis,811,0002754,D010019,0060479
10429,Malnutrition,811,0004395,D044342,0060479
10433,Hypopituitarism,811,0040075,D007018,0060479
10437,Ichthyosis,811,0008064,D007057,0060479
10441,Oral ulcer,486,0000155,D019226,0112130
10445,Gingivitis,486,0000230,D005891,0112130
10449,Periodontitis,486,0000704,D010518,0112130
10453,Hemangioma,486,0001028,D006391,0112130
10457,Neutropenia,486,0001875,D009503,0112130
10461,Pancytopenia,486,0001876,D010198,0112130
10465,Eosinophilia,486,0001880,D004802,0112130
10469,Lymphopenia,486,0001888,D008231,0112130
10473,Leukemia,486,0001909,D007938,0112130
10477,Fever,486,0001945,D005334,0112130
10481,Leukocytosis,486,0001974,D007964,0112130
10485,Diarrhea,486,0002014,D003967,0112130
10489,Abdominal pain,486,0002027,D015746,0112130
10493,Pneumonia,486,0002090,D011014,0112130
10497,Cellulitis,486,0100658,D002481,0112130
10501,Autoimmunity,486,0002960,D015551,0112130
10505,Skin ulcer,486,0200042,D012883,0112130
10509,Pharyngitis,486,0025439,D010612,0112130
10513,Pyoderma gangrenosum,486,0025452,D017511,0112130
10517,Stomatitis,486,0010280,D013280,0112130
10521,Rhinitis,486,0012384,D012220,0112130
10525,Pain,486,0012531,D010146,0112130
10529,Macroglossia,93,0000158,D008260,0050461
10530,Gingival overgrowth,93,0000212,D019214,0050461
10531,Hypertelorism,93,0000316,D006972,0050461
10532,Otitis media,93,0000388,D010033,0050461
10533,Pectus carinatum,93,0000768,D066166,0050461
10534,Intellectual disability,93,0001249,D008607,0050461
10535,Arthritis,93,0001369,D001168,0050461
10536,Splenomegaly,93,0001744,D013163,0050461
10537,Hepatomegaly,93,0002240,D006529,0050461
10538,Hernia,93,0100790,D006547,0050461
10539,Scoliosis,93,0002650,D012600,0050461
10540,Aspartylglucosaminuria,93,0012068,D054880,0050461
10541,Macroglossia,201,0000158,D008260,6457
10550,Cataract,201,0000518,D002386,6457
10559,Myopia,201,0000545,D009216,6457
10568,Gynecomastia,201,0000771,D006177,6457
10577,Goiter,201,0000853,D006042,6457
10586,Hemangioma,201,0001028,D006391,6457
10595,Brachydactyly,201,0001156,D059327,6457
10604,Intellectual disability,201,0001249,D008607,6457
10613,Ataxia,201,0001251,D001259,6457
10622,Failure to thrive,201,0001508,D005183,6457
10631,Sarcoma,201,0100242,D012509,6457
10640,Scoliosis,201,0002650,D012600,6457
10649,Kyphosis,201,0002808,D007738,6457
10658,Meningioma,201,0002858,D008579,6457
10667,Melanoma,201,0002861,D008545,6457
10676,Intestinal polyposis,201,0200008,D044483,6457
10685,Nevus,201,0003764,D009506,6457
10694,Hamartoma,201,0010566,D006222,6457
10703,Fibroma,201,0010614,D005350,6457
10712,Lipoma,201,0012032,D008067,6457
10721,Papilloma,201,0012740,D010212,6457
10730,Macroglossia,95716,0000158,D008260,0112183
10736,Hypothyroidism,95716,0000821,D007037,0112183
10742,Congenital hypothyroidism,95716,0000851,D003409,0112183
10748,Goiter,95716,0000853,D006042,0112183
10754,Jaundice,95716,0000952,D007565,0112183
10760,Edema,95716,0000969,D004487,0112183
10766,Intellectual disability,95716,0001249,D008607,0112183
10772,Lethargy,95716,0001254,D053609,0112183
10778,Cholestasis,95716,0001396,D002779,0112183
10784,Bradycardia,95716,0001662,D001919,0112183
10790,Constipation,95716,0002019,D003248,0112183
10796,Hypothermia,95716,0002045,D007035,0112183
10802,Hernia,95716,0100790,D006547,0112183
10808,Hyperbilirubinemia,95716,0002904,D006932,0112183
10814,Macroglossia,79255,0000158,D008260,0080502
10815,Gingival overgrowth,79255,0000212,D019214,0080502
10816,Blindness,79255,0000618,D001766,0080502
10817,Pectus carinatum,79255,0000768,D066166,0080502
10818,Edema,79255,0000969,D004487,0080502
10819,Hirsutism,79255,0001007,D006628,0080502
10820,Intellectual disability,79255,0001249,D008607,0080502
10821,Hydrops fetalis,79255,0001789,D015160,0080502
10822,Pneumonia,79255,0002090,D011014,0080502
10823,Macroglossia,99886,0000158,D008260,0060334
10828,Diabetes mellitus,99886,0000819,D003920,0060334
10833,Hypothyroidism,99886,0000821,D007037,0060334
10838,Insulin resistance,99886,0000855,D007333,0060334
10843,Failure to thrive,99886,0001508,D005183,0060334
10848,Acidosis,99886,0001941,D000138,0060334
10853,Dehydration,99886,0001944,D003681,0060334
10858,Ketosis,99886,0001946,D007662,0060334
10863,Glucose intolerance,99886,0001952,D018149,0060334
10868,Diabetic ketoacidosis,99886,0001953,D016883,0060334
10873,Hernia,99886,0100790,D006547,0060334
10878,Hyperglycemia,99886,0003074,D006943,0060334
10883,Glossoptosis,1393,0000162,D065710,0111248
10884,Cleft palate,1393,0000175,D002972,0111248
10885,Microcephaly,1393,0000252,D008831,0111248
10886,Intellectual disability,1393,0001249,D008607,0111248
10887,Respiratory insufficiency,1393,0002093,D012131,0111248
10888,Anencephaly,1393,0002323,D000757,0111248
10889,Hydranencephaly,1393,0002324,D006832,0111248
10890,Meningocele,1393,0002435,D008588,0111248
10891,Tracheomalacia,1393,0002779,D055090,0111248
10892,Kyphosis,1393,0002808,D007738,0111248
10893,Spinal dysraphism,1393,0010301,D016135,0111248
10894,Glossoptosis,94068,0000162,D065710,14789
10895,Cleft palate,94068,0000175,D002972,14789
10896,Hypertelorism,94068,0000316,D006972,14789
10897,Retinal detachment,94068,0000541,D012163,14789
10898,Myopia,94068,0000545,D009216,14789
10899,Osteoporosis,94068,0000939,D010024,14789
10900,Spinal cord compression,94068,0002176,D013117,14789
10901,Scoliosis,94068,0002650,D012600,14789
10902,Tracheomalacia,94068,0002779,D055090,14789
10903,Kyphosis,94068,0002808,D007738,14789
10904,Genu valgum,94068,0002857,D056304,14789
10905,Back pain,94068,0003418,D001416,14789
10906,Pain,94068,0012531,D010146,14789
10907,Glossoptosis,1452,0000162,D065710,13994
10908,Cleft palate,1452,0000175,D002972,13994
10909,Sinusitis,1452,0000246,D012852,13994
10910,Hypertelorism,1452,0000316,D006972,13994
10911,Otitis media,1452,0000388,D010033,13994
10912,Osteoporosis,1452,0000939,D010024,13994
10913,Brachydactyly,1452,0001156,D059327,13994
10914,Apnea,1452,0002104,D001049,13994
10915,Scoliosis,1452,0002650,D012600,13994
10916,Coxa vara,1452,0002812,D060905,13994
10917,Genu valgum,1452,0002857,D056304,13994
10918,Spina bifida occulta,1452,0003298,D016136,13994
10919,Spinal dysraphism,1452,0010301,D016135,13994
10920,Open bite,1452,0010807,D024343,13994
10921,Glossoptosis,47,0000162,D065710,14179
10922,Sinusitis,47,0000246,D012852,14179
10923,Otitis media,47,0000388,D010033,14179
10924,Conjunctivitis,47,0000509,D003231,14179
10925,Meningitis,47,0001287,D008581,14179
10926,Arthritis,47,0001369,D001168,14179
10927,Failure to thrive,47,0001508,D005183,14179
10928,Alopecia,47,0001596,D000505,14179
10929,Weight loss,47,0001824,D015431,14179
10930,Thrombocytopenia,47,0001873,D013921,14179
10931,Neutropenia,47,0001875,D009503,14179
10932,Anemia,47,0001903,D000740,14179
10933,Fever,47,0001945,D005334,14179
10934,Diarrhea,47,0002014,D003967,14179
10935,Pneumonia,47,0002090,D011014,14179
10936,Cellulitis,47,0100658,D002481,14179
10937,Sepsis,47,0100806,D018805,14179
10938,Osteomyelitis,47,0002754,D010019,14179
10939,Hypocalcemia,47,0002901,D006996,14179
10940,Autoimmunity,47,0002960,D015551,14179
10941,Skin ulcer,47,0200042,D012883,14179
10942,Agammaglobulinemia,47,0004432,D000361,14179
10943,Abscess,47,0025615,D000038,14179
10944,Hepatitis,47,0012115,D006505,14179
10945,Fatigue,47,0012378,D005221,14179
10946,Cleft palate,1052,0000175,D002972,0080688
10951,Microcephaly,1052,0000252,D008831,0080688
10956,Glaucoma,1052,0000501,D005901,0080688
10961,Cataract,1052,0000518,D002386,0080688
10966,Hypothyroidism,1052,0000821,D007037,0080688
10971,Edema,1052,0000969,D004487,0080688
10976,Intellectual disability,1052,0001249,D008607,0080688
10981,Cerebellar hypoplasia,1052,0001321,C562568,0080688
10986,Holoprosencephaly,1052,0001360,D016142,0080688
10991,Ascites,1052,0001541,D001201,0080688
10996,Polyhydramnios,1052,0001561,D006831,0080688
11001,Leukemia,1052,0001909,D007938,0080688
11006,Sarcoma,1052,0100242,D012509,0080688
11011,Apnea,1052,0002104,D001049,0080688
11016,Osteolysis,1052,0002797,D010014,0080688
11021,Rhabdomyosarcoma,1052,0002859,D012208,0080688
11026,Intestinal polyposis,1052,0200008,D044483,0080688
11031,Corneal opacity,1052,0007957,D003318,0080688
11036,Intestinal atresia,1052,0011100,D007409,0080688
11041,Cleft palate,1071,0000175,D002972,0090119
11042,Cleft soft palate,1071,0000185,C562950,0090119
11043,Cleft lip,1071,0410030,D002971,0090119
11044,Hypohidrosis,1071,0000966,D007007,0090119
11045,Syndactyly,1071,0001159,D013576,0090119
11046,Cleft palate,2021,0000175,D002972,0060465
11048,Hypertelorism,2021,0000316,D006972,0060465
11050,Brachydactyly,2021,0001156,D059327,0060465
11052,Plagiocephaly,2021,0001357,D059041,0060465
11054,Respiratory insufficiency,2021,0002093,D012131,0060465
11056,Hernia,2021,0100790,D006547,0060465
11058,Cleft palate,894,0000175,D002972,0110948
11059,Cleft lip,894,0410030,D002971,0110948
11060,Strabismus,894,0000486,D013285,0110948
11061,Telecanthus,894,0000506,C562941,0110948
11062,Hypertrichosis,894,0000998,D006983,0110948
11063,Heterochromia iridis,894,0001100,C538115,0110948
11064,Facial hypertrichosis,894,0002219,C565029,0110948
11065,Meningocele,894,0002435,D008588,0110948
11066,Scoliosis,894,0002650,D012600,0110948
11067,Spinal dysraphism,894,0010301,D016135,0110948
11068,Cleft palate,93359,0000175,D002972,0112197
11070,Pectus carinatum,93359,0000768,D066166,0112197
11072,Intellectual disability,93359,0001249,D008607,0112197
11074,Failure to thrive,93359,0001508,D005183,0112197
11076,Talipes,93359,0001883,D000070558,0112197
11078,Respiratory insufficiency,93359,0002093,D012131,0112197
11080,Scoliosis,93359,0002650,D012600,0112197
11082,Kyphosis,93359,0002808,D007738,0112197
11084,Hip dislocation,93359,0002827,D006617,0112197
11086,Cleft palate,90650,0000175,D002972,0111783
11087,Hypertelorism,90650,0000316,D006972,0111783
11088,Anodontia,90650,0000674,D000848,0111783
11089,Intellectual disability,90650,0001249,D008607,0111783
11090,Cleft palate,169186,0000175,D002972,0111216
11094,Cleft soft palate,169186,0000185,C562950,0111216
11098,Retrognathia,169186,0000278,D063173,0111216
11102,Ophthalmoplegia,169186,0000602,D009886,0111216
11106,Intellectual disability,169186,0001249,D008607,0111216
11110,Dysarthria,169186,0001260,D004401,0111216
11114,Muscle weakness,169186,0001324,D018908,0111216
11118,Dysphonia,169186,0001618,D055154,0111216
11122,Talipes,169186,0001883,D000070558,0111216
11126,Respiratory insufficiency,169186,0002093,D012131,0111216
11130,Hip contracture,169186,0003273,D006616,0111216
11134,Cleft palate,163649,0000175,D002972,0112288
11135,Hypertelorism,163649,0000316,D006972,0112288
11136,Cataract,163649,0000518,D002386,0112288
11137,Retinal detachment,163649,0000541,D012163,0112288
11138,Myopia,163649,0000545,D009216,0112288
11139,Plagiocephaly,163649,0001357,D059041,0112288
11140,Coxa valga,163649,0002673,D060906,0112288
11141,Kyphosis,163649,0002808,D007738,0112288
11142,Cleft palate,3342,0000175,D002972,0050645
11143,Hypertelorism,3342,0000316,D006972,0050645
11144,Cleft lip,3342,0410030,D002971,0050645
11145,Strabismus,3342,0000486,D013285,0050645
11146,Myopia,3342,0000545,D009216,0050645
11147,Keratoconus,3342,0000563,D007640,0050645
11148,Blepharophimosis,3342,0000581,D016569,0050645
11149,Hypertension,3342,0000822,D006973,0050645
11150,Acute coronary syndrome,3342,0033678,D054058,0050645
11151,Cutis laxa,3342,0000973,D003483,0050645
11152,Arachnodactyly,3342,0001166,D054119,0050645
11153,Intellectual disability,3342,0001249,D008607,0050645
11154,Myocardial infarction,3342,0001658,D009203,0050645
11155,Gastroesophageal reflux,3342,0002020,D005764,0050645
11156,Pyloric stenosis,3342,0002021,D011707,0050645
11157,Respiratory insufficiency,3342,0002093,D012131,0050645
11158,Dyspnea,3342,0002094,D004417,0050645
11159,Esophagitis,3342,0100633,D004941,0050645
11160,Hernia,3342,0100790,D006547,0050645
11161,Scoliosis,3342,0002650,D012600,0050645
11162,Coxa valga,3342,0002673,D060906,0050645
11163,Coxa vara,3342,0002812,D060905,0050645
11164,Hip dislocation,3342,0002827,D006617,0050645
11165,Aortic aneurysm,3342,0004942,D001014,0050645
11166,Fatigue,3342,0012378,D005221,0050645
11167,Myocarditis,3342,0012819,D009205,0050645
11168,Cleft palate,819,0000175,D002972,0060768
11173,Microcephaly,819,0000252,D008831,0060768
11178,Hypertelorism,819,0000316,D006972,0060768
11183,Otitis media,819,0000388,D010033,0060768
11188,Cleft lip,819,0410030,D002971,0060768
11193,Strabismus,819,0000486,D013285,0060768
11198,Retinal detachment,819,0000541,D012163,0060768
11203,Myopia,819,0000545,D009216,0060768
11208,Anxiety,819,0000739,D001007,0060768
11213,Hypothyroidism,819,0000821,D007037,0060768
11218,Hypertrichosis,819,0000998,D006983,0060768
11223,Brachydactyly,819,0001156,D059327,0060768
11228,Syndactyly,819,0001159,D013576,0060768
11233,Intellectual disability,819,0001249,D008607,0060768
11238,Failure to thrive,819,0001508,D005183,0060768
11243,Obesity,819,0001513,D009765,0060768
11248,Constipation,819,0002019,D003248,0060768
11253,Gastroesophageal reflux,819,0002020,D005764,0060768
11258,Hypertriglyceridemia,819,0002155,D015228,0060768
11263,Facial hypertrichosis,819,0002219,C565029,0060768
11268,Self-injurious behavior,819,0100716,D016728,0060768
11273,Scoliosis,819,0002650,D012600,0060768
11278,Hypercholesterolemia,819,0003124,D006937,0060768
11283,Polydactyly,819,0010442,D017689,0060768
11288,Hyperacusis,819,0010780,D012001,0060768
11293,Cleft palate,52429,0000175,D002972,0060232
11295,Facial asymmetry,52429,0000324,D005146,0060232
11297,Muscle weakness,52429,0001324,D018908,0060232
11299,Cleft palate,233,0000175,D002972,12557
11302,Microcephaly,233,0000252,D008831,12557
11305,Facial asymmetry,233,0000324,D005146,12557
11308,Strabismus,233,0000486,D013285,12557
11311,Aniridia,233,0000526,D015783,12557
11314,Blepharophimosis,233,0000581,D016569,12557
11317,Coloboma,233,0000589,D003103,12557
11320,Blepharospasm,233,0000643,D001764,12557
11323,Amblyopia,233,0000646,D000550,12557
11326,Heterochromia iridis,233,0001100,C538115,12557
11329,Brachydactyly,233,0001156,D059327,12557
11332,Triphalangeal thumb,233,0001199,C573898,12557
11335,Dystonia,233,0001332,D004421,12557
11338,Plagiocephaly,233,0001357,D059041,12557
11341,Talipes,233,0001883,D000070558,12557
11344,Spina bifida occulta,233,0003298,D016136,12557
11347,Spinal dysraphism,233,0010301,D016135,12557
11350,Polydactyly,233,0010442,D017689,12557
11353,Cleft palate,888,0000175,D002972,0060239
11355,Cleft lip,888,0410030,D002971,0060239
11357,Cleft palate,485,0000175,D002972,0080045
11358,Cataract,485,0000518,D002386,0080045
11359,Retinal detachment,485,0000541,D012163,0080045
11360,Myopia,485,0000545,D009216,0080045
11361,Retinal degeneration,485,0000546,D012162,0080045
11362,Ectopia lentis,485,0001083,D004479,0080045
11363,Spinal cord compression,485,0002176,D013117,0080045
11364,Tracheomalacia,485,0002779,D055090,0080045
11365,Cleft palate,1473,0000175,D002972,0111249
11366,Cleft lip,1473,0410030,D002971,0111249
11367,Strabismus,1473,0000486,D013285,0111249
11368,Glaucoma,1473,0000501,D005901,0111249
11369,Cataract,1473,0000518,D002386,0111249
11370,Retinal detachment,1473,0000541,D012163,0111249
11371,Coloboma,1473,0000589,D003103,0111249
11372,Optic atrophy,1473,0000648,D009896,0111249
11373,Hematuria,1473,0000790,D006417,0111249
11374,Intellectual disability,1473,0001249,D008607,0111249
11375,Corneal opacity,1473,0007957,D003318,0111249
11376,Cleft palate,246,0000175,D002972,0111259
11377,Cleft lip,246,0410030,D002971,0111259
11378,Strabismus,246,0000486,D013285,0111259
11379,Ectropion,246,0000656,D004483,0111259
11380,Syndactyly,246,0001159,D013576,0111259
11381,Cleft palate,83,0000175,D002972,0050462
11383,Hypertelorism,83,0000316,D006972,0050462
11385,Choanal atresia,83,0000453,D002754,0050462
11387,Strabismus,83,0000486,D013285,0050462
11389,Arachnodactyly,83,0001166,D054119,0050462
11391,Talipes,83,0001883,D000070558,0050462
11393,Ankylosis,83,0031013,D000844,0050462
11395,Cleft palate,647,0000175,D002972,7400
11396,Microcephaly,647,0000252,D008831,7400
11397,Retrognathia,647,0000278,D063173,7400
11398,Cleft lip,647,0410030,D002971,7400
11399,Muscle weakness,647,0001324,D018908,7400
11400,Weight loss,647,0001824,D015431,7400
11401,Thrombocytopenia,647,0001873,D013921,7400
11402,Anemia,647,0001903,D000740,7400
11403,Leukemia,647,0001909,D007938,7400
11404,Sarcoma,647,0100242,D012509,7400
11405,Diarrhea,647,0002014,D003967,7400
11406,Pneumonia,647,0002090,D011014,7400
11407,Respiratory insufficiency,647,0002093,D012131,7400
11408,Lymphoma,647,0002665,D008223,7400
11409,Rhabdomyosarcoma,647,0002859,D012208,7400
11410,Autoimmunity,647,0002960,D015551,7400
11411,Cachexia,647,0004326,D002100,7400
11412,Glioma,647,0009733,D005910,7400
11413,Cleft palate,60030,0000175,D002972,0050466
11415,Cleft soft palate,60030,0000185,C562950,0050466
11417,Hypertelorism,60030,0000316,D006972,0050466
11419,Pectus carinatum,60030,0000768,D066166,0050466
11421,Striae distensae,60030,0001065,D057896,0050466
11423,Arachnodactyly,60030,0001166,D054119,0050466
11425,Uterine rupture,60030,0100718,D014597,0050466
11427,Scoliosis,60030,0002650,D012600,0050466
11429,Aortic aneurysm,60030,0004942,D001014,0050466
11431,Cleft palate,52055,0000175,D002972,0060816
11432,Retrognathia,52055,0000278,D063173,0060816
11433,Choanal atresia,52055,0000453,D002754,0060816
11434,Coloboma,52055,0000589,D003103,0060816
11435,Intellectual disability,52055,0001249,D008607,0060816
11436,Agenesis of corpus callosum,52055,0001274,D061085,0060816
11437,Scoliosis,52055,0002650,D012600,0060816
11438,Cleft palate,3320,0000175,D002972,14699
11439,Syndactyly,3320,0001159,D013576,14699
11440,Tetralogy of Fallot,3320,0001636,D013771,14699
11441,Thrombocytopenia,3320,0001873,D013921,14699
11442,Scoliosis,3320,0002650,D012600,14699
11443,Coxa valga,3320,0002673,D060906,14699
11444,Hip dislocation,3320,0002827,D006617,14699
11445,Genu varum,3320,0002970,D056305,14699
11446,Patellar dislocation,3320,0002999,D031222,14699
11447,Nevus,3320,0003764,D009506,14699
11448,Cleft palate,2710,0000175,D002972,0060291
11449,Hypertelorism,2710,0000316,D006972,0060291
11450,Cleft lip,2710,0410030,D002971,0060291
11451,Strabismus,2710,0000486,D013285,0060291
11452,Glaucoma,2710,0000501,D005901,0060291
11453,Cataract,2710,0000518,D002386,0060291
11454,Myopia,2710,0000545,D009216,0060291
11455,Optic atrophy,2710,0000648,D009896,0060291
11456,Brachydactyly,2710,0001156,D059327,0060291
11457,Syndactyly,2710,0001159,D013576,0060291
11458,Intellectual disability,2710,0001249,D008607,0060291
11459,Ataxia,2710,0001251,D001259,0060291
11460,Dysarthria,2710,0001260,D004401,0060291
11461,Muscle weakness,2710,0001324,D018908,0060291
11462,Hypoglycemia,2710,0001943,D007003,0060291
11463,Paraparesis,2710,0002385,D020335,0060291
11464,Hyperostosis,2710,0100774,D015576,0060291
11465,Hernia,2710,0100790,D006547,0060291
11466,Madelung deformity,2710,0003067,C562398,0060291
11467,Polydactyly,2710,0010442,D017689,0060291
11468,Cleft palate,560,0000175,D002972,0111510
11469,Hypertelorism,560,0000316,D006972,0111510
11470,Strabismus,560,0000486,D013285,0111510
11471,Glaucoma,560,0000501,D005901,0111510
11472,Cataract,560,0000518,D002386,0111510
11473,Retinal detachment,560,0000541,D012163,0111510
11474,Myopia,560,0000545,D009216,0111510
11475,Amblyopia,560,0000646,D000550,0111510
11476,Hypohidrosis,560,0000966,D007007,0111510
11477,Ectopia lentis,560,0001083,D004479,0111510
11478,Arthritis,560,0001369,D001168,0111510
11479,Osteoarthritis,560,0002758,D010003,0111510
11480,Arthralgia,560,0002829,D018771,0111510
11481,Genu valgum,560,0002857,D056304,0111510
11482,Pain,560,0012531,D010146,0111510
11483,Cleft palate,2635,0000175,D002972,0111514
11484,Hydrocephalus,2635,0000238,D006849,0111514
11485,Cataract,2635,0000518,D002386,0111514
11486,Scoliosis,2635,0002650,D012600,0111514
11487,Kyphosis,2635,0002808,D007738,0111514
11488,Cleft palate,1226,0000175,D002972,0050655
11489,Retrognathia,1226,0000278,D063173,0050655
11490,Choanal atresia,1226,0000453,D002754,0050655
11491,Hypothyroidism,1226,0000821,D007037,0050655
11492,Congenital hypothyroidism,1226,0000851,D003409,0050655
11493,Intellectual disability,1226,0001249,D008607,0050655
11494,Polyhydramnios,1226,0001561,D006831,0050655
11495,Glossitis,90045,0000206,D005928,0111678
11496,Pallor,90045,0000980,D010167,0111678
11497,Failure to thrive,90045,0001508,D005183,0111678
11498,Thrombocytopenia,90045,0001873,D013921,0111678
11499,Pancytopenia,90045,0001876,D010198,0111678
11500,Eosinophilia,90045,0001880,D004802,0111678
11501,Anemia,90045,0001903,D000740,0111678
11502,Leukocytosis,90045,0001974,D007964,0111678
11503,Diarrhea,90045,0002014,D003967,0111678
11504,Gastroesophageal reflux,90045,0002020,D005764,0111678
11505,Anorexia,90045,0002039,D000855,0111678
11506,Cheilitis,90045,0100825,D002613,0111678
11507,Glossitis,2116,0000206,D005928,1060
11509,Gingivitis,2116,0000230,D005891,1060
11511,Strabismus,2116,0000486,D013285,1060
11513,Photophobia,2116,0000613,D020795,1060
11515,Hallucinations,2116,0000738,D006212,1060
11517,Anxiety,2116,0000739,D001007,1060
11519,Intellectual disability,2116,0001249,D008607,1060
11521,Ataxia,2116,0001251,D001259,1060
11523,Headache,2116,0002315,D006261,1060
11525,Encephalitis,2116,0002383,D004660,1060
11527,Glossitis,37,0000206,D005928,0050605
11528,Blepharitis,37,0000498,D001762,0050605
11529,Conjunctivitis,37,0000509,D003231,0050605
11530,Photophobia,37,0000613,D020795,0050605
11531,Failure to thrive,37,0001508,D005183,0050605
11532,Alopecia,37,0001596,D000505,0050605
11533,Paronychia,37,0001818,D010304,0050605
11534,Weight loss,37,0001824,D015431,0050605
11535,Diarrhea,37,0002014,D003967,0050605
11536,Anorexia,37,0002039,D000855,0050605
11537,Cheilitis,37,0100825,D002613,0050605
11538,Skin ulcer,37,0200042,D012883,0050605
11539,Erythema,37,0010783,D004890,0050605
11540,Gingival overgrowth,520,0000212,D019214,0060318
11553,Epistaxis,520,0000421,D004844,0060318
11566,Hematuria,520,0000790,D006417,0060318
11579,Purpura,520,0000979,D011693,0060318
11592,Muscle weakness,520,0001324,D018908,0060318
11605,Weight loss,520,0001824,D015431,0060318
11618,Thrombocytopenia,520,0001873,D013921,0060318
11631,Neutropenia,520,0001875,D009503,0060318
11644,Pancytopenia,520,0001876,D010198,0060318
11657,Leukopenia,520,0001882,D007970,0060318
11670,Anemia,520,0001903,D000740,0060318
11683,Fever,520,0001945,D005334,0060318
11696,Leukocytosis,520,0001974,D007964,0060318
11709,Abdominal pain,520,0002027,D015746,0060318
11722,Anorexia,520,0002039,D000855,0060318
11735,Dyspnea,520,0002094,D004417,0060318
11748,Metrorrhagia,520,0100608,D008796,0060318
11761,Vertigo,520,0002321,D014717,0060318
11774,Gangrene,520,0100758,D005734,0060318
11787,Lymphadenopathy,520,0002716,D000072281,0060318
11800,Disseminated intravascular coagulation,520,0005521,D004211,0060318
11813,Stomatitis,520,0010280,D013280,0060318
11826,Fatigue,520,0012378,D005221,0060318
11839,Pain,520,0012531,D010146,0060318
11852,Cough,520,0012735,D003371,0060318
11865,Alcoholism,520,0030955,D000437,0060318
11878,Ecchymosis,520,0031364,D004438,0060318
11891,Gingival overgrowth,3205,0000212,D019214,0111563
11892,Hydrocephalus,3205,0000238,D006849,0111563
11893,Strabismus,3205,0000486,D013285,0111563
11894,Glaucoma,3205,0000501,D005901,0111563
11895,Retinal detachment,3205,0000541,D012163,0111563
11896,Coloboma,3205,0000589,D003103,0111563
11897,Blindness,3205,0000618,D001766,0111563
11898,Optic atrophy,3205,0000648,D009896,0111563
11899,Hemangioma,3205,0001028,D006391,0111563
11900,Heterochromia iridis,3205,0001100,C538115,0111563
11901,Intellectual disability,3205,0001249,D008607,0111563
11902,Stroke,3205,0001297,D020521,0111563
11903,Pulmonary embolism,3205,0002204,D011655,0111563
11904,Arnold-Chiari malformation,3205,0002308,D001139,0111563
11905,Hyperostosis,3205,0100774,D015576,0111563
11906,Venous thrombosis,3205,0004936,D020246,0111563
11907,Gingival overgrowth,561,0000212,D019214,0050858
11908,Retrognathia,561,0000278,D063173,0050858
11909,Hypertelorism,561,0000316,D006972,0050858
11910,Choanal atresia,561,0000453,D002754,0050858
11911,Optic atrophy,561,0000648,D009896,0050858
11912,Hirsutism,561,0001007,D006628,0050858
11913,Intellectual disability,561,0001249,D008607,0050858
11914,Cerebellar hypoplasia,561,0001321,C562568,0050858
11915,Failure to thrive,561,0001508,D005183,0050858
11916,Scoliosis,561,0002650,D012600,0050858
11917,Gingival overgrowth,2136,0000212,D019214,0060366
11920,Retrognathia,2136,0000278,D063173,0060366
11923,Hypertelorism,2136,0000316,D006972,0060366
11926,Glaucoma,2136,0000501,D005901,0060366
11929,Edema,2136,0000969,D004487,0060366
11932,Lymphedema,2136,0001004,D008209,0060366
11935,Erysipelas,2136,0001055,D004886,0060366
11938,Syndactyly,2136,0001159,D013576,0060366
